origin,destination,origin_country,destination_country,count
KYIP,76MI,US,US,1
KYIP,77PA,US,US,1
KYIP,7IS2,US,US,1
KYIP,7OI5,US,US,1
KYIP,9WI4,US,US,1
KYIP,FA69,US,US,1
KYIP,K02C,US,US,1
KY51,KTYS,US,US,1
KYIP,K1G5,US,US,1
KYIP,K9G2,US,US,1
KYIP,KADG,US,US,1
KYIP,KAFW,US,US,1
KYIP,KBIV,US,US,1
KYIP,KBJJ,US,US,1
KYIP,KDET,US,US,1
KYIP,KDPA,US,US,1
KYIP,KFRG,US,US,1
KYIP,KFWA,US,US,1
KYIP,KGCM,US,US,1
KYIP,KGYY,US,US,1
KYIP,46MI,US,US,1
KYIP,40IL,US,US,1
KYIP,3NK5,US,US,1
KYIP,3NC7,US,US,1
KY51,KUES,US,US,1
KY55,KUES,US,US,1
KY70,02MI,US,US,1
KY70,2MI9,US,US,1
KY70,5MI1,US,US,1
KY70,6MI3,US,US,1
KY70,7MI7,US,US,1
KY70,IL78,US,US,1
KY70,K02C,US,US,1
KY70,K05C,US,US,1
KY70,K6D6,US,US,1
KY70,K9D9,US,US,1
KY70,KARB,US,US,1
KY70,KOEB,US,US,1
KY70,MI78,US,US,1
KY70,MI80,US,US,1
KY72,82WI,US,US,1
KY72,WI77,US,US,1
KYIP,02XS,US,US,1
KYIP,0WI5,US,US,1
KYIP,1II8,US,US,1
KYIP,23FL,US,US,1
KYIP,34MI,US,US,1
KYIP,3AL5,US,US,1
KYIP,3GA3,US,US,1
KZEF,0NC8,US,US,1
KZEF,KPGV,US,US,1
KZEF,KPTK,US,US,1
LDZL,LDZA,HR,HR,1
LE85,LEJU,ES,ES,1
LE85,LEPA,ES,ES,1
LE85,LEZL,ES,ES,1
LEAB,LEMG,ES,ES,1
LEBL,LEPR,ES,ES,1
LEBL,GCLB,ES,ES,1
LEBL,LELO,ES,ES,1
LEBL,LESB,ES,ES,1
LEAL,LE85,ES,ES,1
LEAL,LEVC,ES,ES,1
KZEF,KSVH,US,US,1
KZPH,FL62,US,US,1
KZPH,7FL6,US,US,1
KZPH,85GA,US,US,1
KZPH,9FD2,US,US,1
KZPH,AL72,US,US,1
KZPH,FA18,US,US,1
KZPH,FA40,US,US,1
KZPH,FD49,US,US,1
KZPH,FD77,US,US,1
KZPH,FL43,US,US,1
KZPH,FL48,US,US,1
KZPH,FL57,US,US,1
KZPH,FL59,US,US,1
KZPH,K4R4,US,US,1
KZZV,1FD4,US,US,1
KZPH,KBOW,US,US,1
KZPH,KCTY,US,US,1
KZPH,KDAB,US,US,1
KZPH,KDTS,US,US,1
KZPH,KFDW,US,US,1
KZPH,KFLL,US,US,1
KZPH,KFXE,US,US,1
KZPH,KISM,US,US,1
KZPH,KMCO,US,US,1
KZPH,KMMU,US,US,1
KZPH,KOAJ,US,US,1
KZPH,KPGD,US,US,1
KZPH,67FL,US,US,1
KZPH,5FL7,US,US,1
KZPH,5FD7,US,US,1
KZPH,58FD,US,US,1
KZEF,KUKF,US,US,1
KZEF,NC52,US,US,1
KZER,0PA4,US,US,1
KZER,2PA6,US,US,1
KZER,41PA,US,US,1
KZER,67PN,US,US,1
KZER,KABE,US,US,1
KZER,KN47,US,US,1
KZER,KRDG,US,US,1
KZER,KSWF,US,US,1
KZER,KTEB,US,US,1
KZER,PA76,US,US,1
KZER,PA92,US,US,1
KZPH,00FA,US,US,1
KZPH,00GA,US,US,1
KZPH,09FL,US,US,1
KZPH,0FD0,US,US,1
KZPH,23FL,US,US,1
KZPH,24FL,US,US,1
KZPH,33FD,US,US,1
KZPH,3FD4,US,US,1
KZPH,3NC0,US,US,1
KZPH,40FL,US,US,1
KZPH,4FL9,US,US,1
KZPH,57FA,US,US,1
KZPH,KX05,US,US,1
KZZV,3PS9,US,US,1
KZZV,77OH,US,US,1
LDPL,LD57,HR,HR,1
LDPL,LDZD,HR,HR,1
KZZV,KCYO,US,US,1
KZZV,KDUJ,US,US,1
KZZV,KEOP,US,US,1
KZZV,KI66,US,US,1
KZZV,KSTL,US,US,1
KZZV,KUNI,US,US,1
LBWB,LBBG,BG,BG,1
LFAD,LFPE,FR,FR,1
LFAG,LFYG,FR,FR,1
KXNA,TS35,US,US,1
LFLP,LFBO,FR,FR,1
LFLP,LFAS,FR,FR,1
LFLP,LFBD,FR,FR,1
LFLP,LFFK,FR,FR,1
LFLP,LFFW,FR,FR,1
LFLP,LFHE,FR,FR,1
LFLP,LFJE,FR,FR,1
LFLP,LFLB,FR,FR,1
LFLP,LFLU,FR,FR,1
LFLP,LFLY,FR,FR,1
LFLP,LFMA,FR,FR,1
LFLP,LFME,FR,FR,1
LFLP,LFNZ,FR,FR,1
LFLP,LFPT,FR,FR,1
LFLU,LFOV,FR,FR,1
LFLL,LFJL,FR,FR,1
LFLL,LFKA,FR,FR,1
LFLL,LFKX,FR,FR,1
LFLL,LFLS,FR,FR,1
LFLL,LFPD,FR,FR,1
LFLL,LFPV,FR,FR,1
LFLL,LFRT,FR,FR,1
LFLL,LFXQ,FR,FR,1
LFLL,LFYR,FR,FR,1
LFLO,LFPQ,FR,FR,1
LFLO,LFKM,FR,FR,1
LFLO,LFLS,FR,FR,1
LFLS,LFME,FR,FR,1
LFLS,LFMK,FR,FR,1
LFLS,LFMV,FR,FR,1
LFLS,LFPG,FR,FR,1
LFLU,LFBD,FR,FR,1
LFLU,LFBO,FR,FR,1
LFLU,LFCG,FR,FR,1
LFLU,LFDV,FR,FR,1
LFLU,LFDW,FR,FR,1
LFLU,LFFW,FR,FR,1
LFLU,LFGC,FR,FR,1
LFLU,LFIY,FR,FR,1
LFLU,LFKY,FR,FR,1
LFLU,LFLO,FR,FR,1
LFLU,LFLY,FR,FR,1
LFLS,LFLO,FR,FR,1
LFLS,LFLL,FR,FR,1
LFLS,LFLI,FR,FR,1
LFLS,LFLG,FR,FR,1
LFLR,LFLB,FR,FR,1
LFLS,LFBF,FR,FR,1
LFLS,LFGL,FR,FR,1
LFLS,LFHE,FR,FR,1
LFLS,LFHR,FR,FR,1
LFLS,LFKA,FR,FR,1
LFLS,LFKX,FR,FR,1
LFLS,LFLB,FR,FR,1
LFLS,LFLE,FR,FR,1
LFLL,LFIY,FR,FR,1
LFLC,LFKB,FR,FR,1
LFLC,LFCX,FR,FR,1
LFLC,LFDX,FR,FR,1
LFLC,LFFJ,FR,FR,1
LFLB,LFBO,FR,FR,1
LFLB,LFBR,FR,FR,1
LFLB,LFDN,FR,FR,1
LFLB,LFEM,FR,FR,1
LFLB,LFHE,FR,FR,1
LFLB,LFHS,FR,FR,1
LFLB,LFHV,FR,FR,1
LFLB,LFIY,FR,FR,1
LFLB,LFKB,FR,FR,1
LFLB,LFKX,FR,FR,1
LFLB,LFLC,FR,FR,1
LFLB,LFLP,FR,FR,1
LFLB,LFME,FR,FR,1
LFLB,LFMK,FR,FR,1
LFLB,LFOE,FR,FR,1
LFLB,LFOK,FR,FR,1
LFLB,LFOZ,FR,FR,1
LFLB,LFPA,FR,FR,1
LFLB,LFPD,FR,FR,1
LFLB,LFPO,FR,FR,1
LFLB,LFPT,FR,FR,1
LFLB,LFRJ,FR,FR,1
LFLB,LFRM,FR,FR,1
LFLB,LFTW,FR,FR,1
LFLC,LFJL,FR,FR,1
LFLC,LFLL,FR,FR,1
LFLI,LFOV,FR,FR,1
LFLI,LFPB,FR,FR,1
LFLI,LFPN,FR,FR,1
LFLC,LFLS,FR,FR,1
LFLI,LFNT,FR,FR,1
LFLI,LFLB,FR,FR,1
LFLI,LFGX,FR,FR,1
LFLI,LFBO,FR,FR,1
LFLC,LFNR,FR,FR,1
LFLC,LFPV,FR,FR,1
LFLC,LFSO,FR,FR,1
LFLC,LFST,FR,FR,1
LFLC,LFTQ,FR,FR,1
LFLE,LFKP,FR,FR,1
LFLE,LFLG,FR,FR,1
LFLE,LFPB,FR,FR,1
LFLG,LF51,FR,FR,1
LFLG,LFKE,FR,FR,1
LFLG,LFLE,FR,FR,1
LFLG,LFLP,FR,FR,1
LFLG,LFLS,FR,FR,1
LFLG,LFLY,FR,FR,1
LFLG,LFMV,FR,FR,1
LFLG,LFNE,FR,FR,1
LFLU,LFMV,FR,FR,1
LFLU,LFPN,FR,FR,1
LFAI,LFFG,FR,FR,1
LFMV,LFLE,FR,FR,1
LFMV,LFFX,FR,FR,1
LFMV,LFJE,FR,FR,1
LFMV,LFKY,FR,FR,1
LFMV,LFLB,FR,FR,1
LFMV,LFLP,FR,FR,1
LFMV,LFMP,FR,FR,1
LFMV,LFNE,FR,FR,1
LFMV,LFPN,FR,FR,1
LFMW,LFBR,FR,FR,1
LFMW,LFMK,FR,FR,1
LFMY,LFHR,FR,FR,1
LFMU,LFPB,FR,FR,1
LFLU,LFQQ,FR,FR,1
LFML,LFNF,FR,FR,1
LFML,LFNZ,FR,FR,1
LFML,LFPN,FR,FR,1
LFML,LFSS,FR,FR,1
LFML,LFTQ,FR,FR,1
LFMO,LFFN,FR,FR,1
LFMU,LFOB,FR,FR,1
LFMO,LFLB,FR,FR,1
LFMO,LFLC,FR,FR,1
LFMO,LFNF,FR,FR,1
LFMP,LFBD,FR,FR,1
LFMP,LFOV,FR,FR,1
LFMQ,LFLU,FR,FR,1
LFMQ,LFLY,FR,FR,1
LFMQ,LFML,FR,FR,1
LFMS,LFMA,FR,FR,1
LFMY,LFJF,FR,FR,1
LFMY,LFLG,FR,FR,1
LFMY,LFME,FR,FR,1
LFNT,LFLB,FR,FR,1
LFNT,LFNH,FR,FR,1
LFNU,LFMA,FR,FR,1
LFNW,LFJH,FR,FR,1
LFNX,LFBO,FR,FR,1
LFNZ,LFMA,FR,FR,1
LFMY,LFNF,FR,FR,1
LFNZ,LFMQ,FR,FR,1
LFNZ,LFNR,FR,FR,1
LFOB,LFMU,FR,FR,1
LFOB,LFPN,FR,FR,1
LFNR,LFNH,FR,FR,1
LFNR,LFNF,FR,FR,1
LFNR,LFMY,FR,FR,1
LFMY,LFPG,FR,FR,1
LFMY,LFPV,FR,FR,1
LFNE,LFGJ,FR,FR,1
LFNE,LFMA,FR,FR,1
LFNF,LFDG,FR,FR,1
LFNG,LFPO,FR,FR,1
LFNJ,LFLQ,FR,FR,1
LFNJ,LFTQ,FR,FR,1
LFNR,LFBI,FR,FR,1
LFNR,LFBO,FR,FR,1
LFNR,LFCA,FR,FR,1
LFNR,LFKC,FR,FR,1
LFNR,LFLG,FR,FR,1
LFNR,LFMA,FR,FR,1
LFNR,LFMV,FR,FR,1
LFML,LFMY,FR,FR,1
LFML,LFMQ,FR,FR,1
LFML,LFLY,FR,FR,1
LFLY,LFLR,FR,FR,1
LFLY,LFBI,FR,FR,1
LFLY,LFBO,FR,FR,1
LFLY,LFCA,FR,FR,1
LFLY,LFCR,FR,FR,1
LFLY,LFFI,FR,FR,1
LFLY,LFFN,FR,FR,1
LFLY,LFFZ,FR,FR,1
LFLY,LFGC,FR,FR,1
LFLY,LFHI,FR,FR,1
LFLY,LFHS,FR,FR,1
LFLY,LFHV,FR,FR,1
LFLY,LFLE,FR,FR,1
LFLY,LFLU,FR,FR,1
LFLY,LFME,FR,FR,1
LFLY,LFML,FR,FR,1
LFLY,LFMV,FR,FR,1
LFLY,LFMY,FR,FR,1
LFLY,LFOP,FR,FR,1
LFLY,LFOV,FR,FR,1
LFLY,LFPD,FR,FR,1
LFLY,LFRM,FR,FR,1
LFLY,LFAV,FR,FR,1
LFLY,LF51,FR,FR,1
LFML,LFLC,FR,FR,1
LFMK,LFBO,FR,FR,1
LFMK,LFML,FR,FR,1
LFMK,LFNX,FR,FR,1
LFML,LFAQ,FR,FR,1
LFMI,LFRJ,FR,FR,1
LFMI,LFOJ,FR,FR,1
LFMI,LFNZ,FR,FR,1
LFMI,LFDQ,FR,FR,1
LFMA,LF51,FR,FR,1
LFMA,LFHM,FR,FR,1
LFMA,LFLB,FR,FR,1
LFMA,LFLE,FR,FR,1
LFMA,LFLQ,FR,FR,1
LFMA,LFLY,FR,FR,1
LFMA,LFNE,FR,FR,1
LFMA,LFNZ,FR,FR,1
LFME,LFLU,FR,FR,1
LFMH,LFLR,FR,FR,1
LFMH,LFME,FR,FR,1
LFMI,LFBC,FR,FR,1
LFMI,LFBO,FR,FR,1
LFBO,LFLS,FR,FR,1
LFBO,LFBR,FR,FR,1
LFBO,LFCF,FR,FR,1
LFBO,LFCX,FR,FR,1
LFBO,LFDJ,FR,FR,1
LFBO,LFIT,FR,FR,1
LFBO,LFJI,FR,FR,1
LFBO,LFKB,FR,FR,1
LFBO,LFLB,FR,FR,1
LFBO,LFLU,FR,FR,1
LFBO,LFMI,FR,FR,1
LFBO,LFMK,FR,FR,1
LFBO,LFMP,FR,FR,1
LFBO,LFMU,FR,FR,1
LFBO,LFMW,FR,FR,1
LFBO,LFOG,FR,FR,1
LFBO,LFOU,FR,FR,1
LFBO,LFPD,FR,FR,1
LFBO,LFPL,FR,FR,1
LFBO,LFPT,FR,FR,1
LFBO,LFPV,FR,FR,1
LFBO,LFRB,FR,FR,1
LFBN,LFBU,FR,FR,1
LFBG,LFOE,FR,FR,1
LFBG,LFXB,FR,FR,1
LFBI,LFBO,FR,FR,1
LFBI,LFDW,FR,FR,1
LFBI,LFJT,FR,FR,1
LFBI,LFLY,FR,FR,1
LFBI,LFML,FR,FR,1
LFBI,LFTQ,FR,FR,1
LFBI,LFXB,FR,FR,1
LFBN,LFBG,FR,FR,1
LFBN,LFCJ,FR,FR,1
LFBN,LFIG,FR,FR,1
LFCJ,LFDW,FR,FR,1
LFCH,LFBC,FR,FR,1
LFCH,LFDU,FR,FR,1
LFCH,LFIV,FR,FR,1
LFCH,LFOU,FR,FR,1
LFCI,LFCQ,FR,FR,1
LFCI,LFDG,FR,FR,1
LFCJ,LFBG,FR,FR,1
LFCJ,LFBU,FR,FR,1
LFCJ,LFDF,FR,FR,1
LFCJ,LFDV,FR,FR,1
LFCJ,LFGK,FR,FR,1
LFCJ,LFIK,FR,FR,1
LFCK,LFCF,FR,FR,1
LFCK,LFDB,FR,FR,1
LFCK,LFLS,FR,FR,1
LFCK,LFMK,FR,FR,1
LFCK,LFPB,FR,FR,1
LFCK,LFPN,FR,FR,1
LFCL,LFBO,FR,FR,1
LFCL,LFCR,FR,FR,1
LFCL,LFDB,FR,FR,1
LFCG,LFLB,FR,FR,1
LFCG,LFDB,FR,FR,1
LFCD,LFCH,FR,FR,1
LFCC,LFBO,FR,FR,1
LFBR,LFBE,FR,FR,1
LFBR,LFCG,FR,FR,1
LFBR,LFCL,FR,FR,1
LFBR,LFIP,FR,FR,1
LFBR,LFLO,FR,FR,1
LFBR,LFMW,FR,FR,1
LFBT,LFBD,FR,FR,1
LFBT,LFCN,FR,FR,1
LFBT,LFDH,FR,FR,1
LFBT,LFDT,FR,FR,1
LFBU,LFBG,FR,FR,1
LFBU,LFIK,FR,FR,1
LFCA,LFDV,FR,FR,1
LFCA,LFJT,FR,FR,1
LFBG,LFEU,FR,FR,1
LFBG,LFDN,FR,FR,1
LFBG,LFCJ,FR,FR,1
LFAV,LFQT,FR,FR,1
LFAT,LFFT,FR,FR,1
LFAT,LFNT,FR,FR,1
LFAT,LFPE,FR,FR,1
LFAT,LFPT,FR,FR,1
LFAT,LFPV,FR,FR,1
LFAT,LFYG,FR,FR,1
LFAV,LFLP,FR,FR,1
LFAV,LFOV,FR,FR,1
LFAV,LFRN,FR,FR,1
LFBC,LFBM,FR,FR,1
LFAV,LFYG,FR,FR,1
LFAW,LFGR,FR,FR,1
LFAW,LFLG,FR,FR,1
LFAW,LFYG,FR,FR,1
LFAY,LFPB,FR,FR,1
LFBA,LFKY,FR,FR,1
LFBA,LFMK,FR,FR,1
LFBA,LFPO,FR,FR,1
LFAT,LFES,FR,FR,1
LFAI,LFGO,FR,FR,1
LFAI,LFKA,FR,FR,1
LFAI,LFPK,FR,FR,1
LFAI,LFQA,FR,FR,1
LFAM,LFAE,FR,FR,1
LFAM,LFIS,FR,FR,1
LFAM,LFPT,FR,FR,1
LFAM,LFQQ,FR,FR,1
LFAO,LFPN,FR,FR,1
LFAQ,LFAT,FR,FR,1
LFAQ,LFQS,FR,FR,1
LFBC,LFIL,FR,FR,1
LFBG,LFCA,FR,FR,1
LFBD,LFOV,FR,FR,1
LFBD,LFPT,FR,FR,1
LFBD,LFSX,FR,FR,1
LFBC,LFLC,FR,FR,1
LFBE,LFCS,FR,FR,1
LFBF,LFES,FR,FR,1
LFBF,LFLS,FR,FR,1
LFBF,LFOJ,FR,FR,1
LFBF,LFPO,FR,FR,1
LFBG,LFBJ,FR,FR,1
LFBD,LFOQ,FR,FR,1
LFBD,LFOE,FR,FR,1
LFBD,LFNX,FR,FR,1
LFBD,LFLY,FR,FR,1
LFBC,LFNX,FR,FR,1
LFBC,LFTW,FR,FR,1
LFBD,LFDM,FR,FR,1
LFBD,LFDP,FR,FR,1
LFBD,LFFK,FR,FR,1
LFBD,LFIB,FR,FR,1
LFBD,LFJL,FR,FR,1
LFBD,LFKB,FR,FR,1
LFBD,LFKY,FR,FR,1
LFBD,LFLC,FR,FR,1
LFCL,LFDG,FR,FR,1
LFCL,LFDH,FR,FR,1
LFCL,LFJH,FR,FR,1
LFJI,LFER,FR,FR,1
LFJL,LFAW,FR,FR,1
LFJL,LFBD,FR,FR,1
LFJL,LFFW,FR,FR,1
LFJL,LFLL,FR,FR,1
LFJL,LFPB,FR,FR,1
LFJL,LFXM,FR,FR,1
LFJR,LFRN,FR,FR,1
LFJR,LFBD,FR,FR,1
LFJR,LFDB,FR,FR,1
LFJR,LFFI,FR,FR,1
LFJR,LFFW,FR,FR,1
LFJR,LFMP,FR,FR,1
LFJR,LFMZ,FR,FR,1
LFJR,LFOU,FR,FR,1
LFJR,LFOV,FR,FR,1
LFJH,LFMK,FR,FR,1
LFJH,LFIT,FR,FR,1
LFJH,LFCL,FR,FR,1
LFJH,LFCG,FR,FR,1
LFHN,LFHZ,FR,FR,1
LFHN,LFPN,FR,FR,1
LFHR,LFLC,FR,FR,1
LFHS,LFLU,FR,FR,1
LFHV,LFHS,FR,FR,1
LFHV,LFJD,FR,FR,1
LFHZ,LFHN,FR,FR,1
LFHZ,LFLP,FR,FR,1
LFIK,LFBG,FR,FR,1
LFIM,LFBO,FR,FR,1
LFIM,LFBR,FR,FR,1
LFIS,LFAQ,FR,FR,1
LFIS,LFQO,FR,FR,1
LFIS,LFQQ,FR,FR,1
LFJB,LFCT,FR,FR,1
LFJB,LFDL,FR,FR,1
LFJE,LFHH,FR,FR,1
LFJF,LFJE,FR,FR,1
LFJF,LFKE,FR,FR,1
LFJH,LFBO,FR,FR,1
LFJR,LFRJ,FR,FR,1
LFJR,LFTQ,FR,FR,1
LFHM,LFMA,FR,FR,1
LFLA,LFRS,FR,FR,1
LFJS,LFPP,FR,FR,1
LFLA,LFPN,FR,FR,1
LFLA,LFJB,FR,FR,1
LFLA,LFAI,FR,FR,1
LFKA,LFBO,FR,FR,1
LFKA,LFHN,FR,FR,1
LFKA,LFHU,FR,FR,1
LFKA,LFIY,FR,FR,1
LFKA,LFLB,FR,FR,1
LFKA,LFLI,FR,FR,1
LFKA,LFLL,FR,FR,1
LFKA,LFLS,FR,FR,1
LFKE,LFLS,FR,FR,1
LFKH,LFHN,FR,FR,1
LFKH,LFLB,FR,FR,1
LFKL,LFKA,FR,FR,1
LFKM,LFLO,FR,FR,1
LFKM,LFPB,FR,FR,1
LFKM,LFPG,FR,FR,1
LFKP,LFLE,FR,FR,1
LFKP,LFLY,FR,FR,1
LFKX,LFAI,FR,FR,1
LFKX,LFGL,FR,FR,1
LFKX,LFGX,FR,FR,1
LFKY,LFHW,FR,FR,1
LFKY,LFMA,FR,FR,1
LFHM,LFKL,FR,FR,1
LFCL,LFLB,FR,FR,1
LFEM,LFFI,FR,FR,1
LFDT,LFBT,FR,FR,1
LFDT,LFDQ,FR,FR,1
LFDT,LFIM,FR,FR,1
LFDU,LFCH,FR,FR,1
LFDW,LFBO,FR,FR,1
LFDW,LFMA,FR,FR,1
LFEL,LFDW,FR,FR,1
LFEM,LFPL,FR,FR,1
LFEX,LFPN,FR,FR,1
LFEZ,LFAV,FR,FR,1
LFEZ,LFPN,FR,FR,1
LFEZ,LFSI,FR,FR,1
LFFD,LFOE,FR,FR,1
LFFG,LFAI,FR,FR,1
LFFG,LFPT,FR,FR,1
LFFG,LFPV,FR,FR,1
LFFH,LFPL,FR,FR,1
LFDR,LFCH,FR,FR,1
LFDQ,LFBR,FR,FR,1
LFDN,LFDR,FR,FR,1
LFDJ,LFMP,FR,FR,1
LFCM,LFLW,FR,FR,1
LFCQ,LFMP,FR,FR,1
LFCR,LFBA,FR,FR,1
LFCR,LFCL,FR,FR,1
LFCR,LFCM,FR,FR,1
LFCR,LFLY,FR,FR,1
LFCR,LFMQ,FR,FR,1
LFCR,LFMZ,FR,FR,1
LFCR,LFPB,FR,FR,1
LFCS,LFOU,FR,FR,1
LFCT,LFAL,FR,FR,1
LFCX,LFBO,FR,FR,1
LFCX,LFDB,FR,FR,1
LFCY,LFNX,FR,FR,1
LFDB,LFBO,FR,FR,1
LFDB,LFCK,FR,FR,1
LFDB,LFCL,FR,FR,1
LFDB,LFDJ,FR,FR,1
LFDB,LFSS,FR,FR,1
LFDC,LFCJ,FR,FR,1
LFDG,LFCL,FR,FR,1
LFDG,LFNF,FR,FR,1
LFDH,LFDB,FR,FR,1
LFDJ,LFCG,FR,FR,1
LFHM,LFAT,FR,FR,1
LFGC,LFQU,FR,FR,1
LFGL,LFKA,FR,FR,1
LFGO,LFPE,FR,FR,1
LFGO,LFPL,FR,FR,1
LFGO,LFPV,FR,FR,1
LFGR,LFAW,FR,FR,1
LFGR,LFLB,FR,FR,1
LFGT,LFGA,FR,FR,1
LFGY,LFGT,FR,FR,1
LFHC,LFLB,FR,FR,1
LFFI,LF50,FR,FR,1
LFHE,LFJF,FR,FR,1
LFHE,LFLP,FR,FR,1
LFHE,LFLS,FR,FR,1
LFHE,LFLU,FR,FR,1
LFHH,LFLO,FR,FR,1
LFHH,LFLY,FR,FR,1
LFHI,LFNE,FR,FR,1
LFGC,LFGA,FR,FR,1
LFFI,LFJR,FR,FR,1
LFFI,LFLU,FR,FR,1
LFFI,LFML,FR,FR,1
LFFI,LFPB,FR,FR,1
LFFK,LFCS,FR,FR,1
LFFK,LFLE,FR,FR,1
LFFK,LFPN,FR,FR,1
LFFL,LFPZ,FR,FR,1
LFFP,LFOX,FR,FR,1
LFFP,LFPN,FR,FR,1
LFFP,LFPQ,FR,FR,1
LFFP,LFPV,FR,FR,1
LFFZ,LFPB,FR,FR,1
LFGA,LFBD,FR,FR,1
LFGA,LFGC,FR,FR,1
LFGA,LFOZ,FR,FR,1
KXNA,TX03,US,US,1
KXNA,TE85,US,US,1
KUES,KTTN,US,US,1
KVGT,8CA5,US,US,1
KVES,KMMU,US,US,1
KVES,KOSU,US,US,1
KVES,SC34,US,US,1
KVGC,KPEO,US,US,1
KVGC,KTEB,US,US,1
KVGT,04NV,US,US,1
KVGT,0CA4,US,US,1
KVGT,10AZ,US,US,1
KVGT,23AZ,US,US,1
KVGT,3AZ2,US,US,1
KVGT,8CA0,US,US,1
KVGT,CA16,US,US,1
KVES,KI73,US,US,1
KVGT,CA69,US,US,1
KVGT,CL24,US,US,1
KVGT,KAJO,US,US,1
KVGT,KAVQ,US,US,1
KVGT,KBFI,US,US,1
KVGT,KBLI,US,US,1
KVGT,KBOI,US,US,1
KVGT,KCGZ,US,US,1
KVGT,KCNO,US,US,1
KVGT,KDVO,US,US,1
KVGT,KE25,US,US,1
KVGT,KE98,US,US,1
KVES,KLUK,US,US,1
KVES,KDAY,US,US,1
KVIS,KD86,US,US,1
KVDF,KWDR,US,US,1
KVDF,KHLG,US,US,1
KVDF,KHWV,US,US,1
KVDF,KIRS,US,US,1
KVDF,KJVL,US,US,1
KVDF,KLBE,US,US,1
KVDF,KMCF,US,US,1
KVDF,KMKY,US,US,1
KVDF,KNRQ,US,US,1
KVDF,KOWD,US,US,1
KVDF,KPMP,US,US,1
KVDF,KSRQ,US,US,1
KVDF,KVPS,US,US,1
KVDF,KX04,US,US,1
KVES,KCGF,US,US,1
KVDF,KX05,US,US,1
KVDF,KX07,US,US,1
KVDF,KX14,US,US,1
KVDF,KX39,US,US,1
KVDF,TN79,US,US,1
KVES,1OI9,US,US,1
KVES,2OA4,US,US,1
KVES,II11,US,US,1
KVES,II51,US,US,1
KVES,K3GM,US,US,1
KVES,KBMI,US,US,1
KVGT,KEIK,US,US,1
KVGT,KEMT,US,US,1
KVGT,KF69,US,US,1
KVIS,3CA9,US,US,1
KVGT,KTTD,US,US,1
KVGT,KTUL,US,US,1
KVGT,KTVY,US,US,1
KVGT,ND52,US,US,1
KVGT,NV54,US,US,1
KVIH,K1H0,US,US,1
KVIH,KCPS,US,US,1
KVIH,KFES,US,US,1
KVIH,KLWC,US,US,1
KVIH,MO11,US,US,1
KVIS,1CA1,US,US,1
KVIS,24CL,US,US,1
KVIS,3CL2,US,US,1
KVGT,KF70,US,US,1
KVIS,49CL,US,US,1
KVIS,7OR7,US,US,1
KVIS,87CO,US,US,1
KVIS,8CA5,US,US,1
KVIS,95CA,US,US,1
KVIS,97CL,US,US,1
KVIS,9CL2,US,US,1
KVIS,9CL5,US,US,1
KVIS,KAJO,US,US,1
KVIS,KAPC,US,US,1
KVIS,KCMA,US,US,1
KVIS,KCNO,US,US,1
KVGT,KSQL,US,US,1
KVGT,KSMX,US,US,1
KVGT,KSLC,US,US,1
KVGT,KSDM,US,US,1
KVGT,KFAT,US,US,1
KVGT,KFLG,US,US,1
KVGT,KGCN,US,US,1
KVGT,KGKY,US,US,1
KVGT,KGYR,US,US,1
KVGT,KIND,US,US,1
KVGT,KJWY,US,US,1
KVGT,KL35,US,US,1
KVGT,KL70,US,US,1
KVGT,KLAX,US,US,1
KVGT,KMCE,US,US,1
KVGT,KMOD,US,US,1
KVGT,KNFG,US,US,1
KVGT,KO69,US,US,1
KVGT,KOAK,US,US,1
KVGT,KOPF,US,US,1
KVGT,KP52,US,US,1
KVGT,KPAE,US,US,1
KVGT,KPAO,US,US,1
KVGT,KPHL,US,US,1
KVGT,KRBL,US,US,1
KVGT,KRIR,US,US,1
KVGT,KSAF,US,US,1
KVGT,KSBD,US,US,1
KVGT,KSBP,US,US,1
KVDF,KGSH,US,US,1
KVDF,KFDK,US,US,1
KVDF,KEFD,US,US,1
KVCB,KEMT,US,US,1
KVCB,5CA7,US,US,1
KVCB,63CL,US,US,1
KVCB,64CN,US,US,1
KVCB,92CL,US,US,1
KVCB,98CL,US,US,1
KVCB,CA18,US,US,1
KVCB,CA35,US,US,1
KVCB,CA39,US,US,1
KVCB,K1O2,US,US,1
KVCB,K1O3,US,US,1
KVCB,KCPU,US,US,1
KVCB,KE16,US,US,1
KVCB,KHHR,US,US,1
KVCB,KSAF,US,US,1
KVCB,KHWD,US,US,1
KVCB,KL62,US,US,1
KVCB,KMAE,US,US,1
KVCB,KMHR,US,US,1
KVCB,KNUQ,US,US,1
KVCB,KO22,US,US,1
KVCB,KO37,US,US,1
KVCB,KO52,US,US,1
KVCB,KO60,US,US,1
KVCB,KO61,US,US,1
KVCB,KO69,US,US,1
KVCB,KO88,US,US,1
KVCB,53CN,US,US,1
KVCB,4CA7,US,US,1
KVCB,35CN,US,US,1
KVCB,13CL,US,US,1
KVBT,KM54,US,US,1
KVBT,KMDW,US,US,1
KVBT,KORD,US,US,1
KVBT,KOWP,US,US,1
KVBT,KRBD,US,US,1
KVBT,KRNV,US,US,1
KVBT,KSDF,US,US,1
KVBT,KSGR,US,US,1
KVBT,KSLG,US,US,1
KVBT,KT31,US,US,1
KVBT,KTKI,US,US,1
KVBT,KTUL,US,US,1
