name,source,year_from,year_to,rating,score,rank,popularity,members,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri
Black Clover,Manga,2017,,PG-13,6.89,4048.0,240.0,314461.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Boruto: Naruto Next Generations,Manga,2017,,PG-13,6.85,4197.0,302.0,266978.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Free!: Take Your Marks,Original,2017,,PG-13,7.92,670.0,2610.0,24326.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Beyblade Burst God,Original,2017,2018,PG,6.73,4755.0,6480.0,2977.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Tsurezure Children,4-koma manga,2017,2017,PG-13,7.86,792.0,291.0,281317.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Isekai wa Smartphone to Tomo ni.,Light novel,2017,2017,PG-13,6.74,4719.0,491.0,186894.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RoboMasters the Animated Series,Original,2017,2017,PG-13,6.59,5419.0,4019.0,9789.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natsume Yuujinchou Roku,Manga,2017,2017,PG-13,8.72,40.0,1146.0,81739.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,Light novel,2017,,PG-13,7.61,1353.0,4178.0,8839.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,Light novel,2017,2017,PG-13,7.67,1201.0,2592.0,24573.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Schoolgirl Strikers: Animation Channel,Game,2017,2017,PG-13,5.72,8460.0,3295.0,15521.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirakira☆Precure A La Mode,Original,2017,2018,G,6.9,4017.0,5088.0,5476.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,4-koma manga,2017,2017,PG-13,6.14,7257.0,4728.0,6573.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Digimon Adventure tri. 4: Soushitsu,Original,2017,,PG-13,7.5,1660.0,2198.0,32960.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UQ Holder!: Mahou Sensei Negima! 2 (OVA),Manga,2017,2018,PG-13,7.28,2561.0,3811.0,11027.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Precure Dream Stars! Movie,Original,2017,,G,6.88,4110.0,7916.0,1547.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,Light novel,2017,,PG-13,7.92,678.0,4386.0,7941.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!,Game,2017,,PG,6.99,3711.0,9248.0,815.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,Game,2017,2017,PG-13,6.28,6717.0,5042.0,5615.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Made in Abyss,Web manga,2017,2017,R,8.88,19.0,128.0,442421.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pig: Oka no Ue no Dam Keeper,Original,2017,2017,PG,6.86,12626.0,10762.0,379.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youkai Apartment no Yuuga na Nichijou,Novel,2017,2017,PG-13,7.19,2933.0,1872.0,43039.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Alice to Zouroku,Manga,2017,2017,PG-13,7.19,2887.0,1171.0,79662.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyonyuu Reijou MC Gakuen,Visual novel,2017,2017,Rx,6.83,nan,5807.0,3936.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vatican Kiseki Chousakan,Novel,2017,2017,R,6.43,6097.0,2119.0,34691.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shimajirou to Niji no Oasis,Original,2017,,G,6.5,12945.0,13487.0,129.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,Light novel,2017,,PG-13,8.14,400.0,4369.0,7996.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Youjo Senki: Senkyou Houkoku,Light novel,2017,,R,6.37,6362.0,3285.0,15627.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duel Masters (2017),Original,2017,2018,PG-13,5.58,8774.0,8571.0,1150.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Yoshida no Matsue Beauty Daisakusen Prologue,Original,2017,,G,4.05,13710.0,12722.0,167.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netsuzou TRap,Manga,2017,2017,R+,5.5,8939.0,1179.0,79277.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shikkoku no Shaga The Animation,Original,2017,,Rx,7.53,nan,5289.0,4951.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Suit Gundam Thunderbolt 2nd Season,Manga,2017,2017,R,7.36,2240.0,3736.0,11567.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Yoshida no Matsue Beauty Daisakusen,Original,2017,,G,6.2,13709.0,12841.0,161.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour,Original,2017,,G,4.36,12054.0,13631.0,122.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Room,Original,2017,2017,PG-13,5.7,8506.0,1553.0,55666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kobayashi-san Chi no Maid Dragon Specials,Manga,2017,2017,PG-13,7.34,2318.0,1816.0,44782.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yoru wa Mijikashi Arukeyo Otome,Novel,2017,,R+,8.33,220.0,1912.0,41732.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room Mate,Original,2017,2017,PG-13,4.87,9887.0,3408.0,14511.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Heisei Matsue Kaidan: Ayashi,Original,2017,,G,4.75,11191.0,12654.0,170.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,Original,2017,,G,5.71,8478.0,11688.0,243.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koukyoushihen Eureka Seven Hi-Evolution 1,Original,2017,,PG-13,6.41,6166.0,3679.0,11982.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yuuki Yuuna wa Yuushabu Shozoku,Manga,2017,,PG-13,6.57,5517.0,6215.0,3301.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaishain x Sumida Suizokukan Bikkuri! Kai Matsuri CM,Original,2017,,G,5.22,11550.0,14249.0,91.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koisuru Shirokuma,Manga,2017,,G,7.13,3159.0,6198.0,3310.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Funi Funi Marshmallow,Game,2017,,G,5.0,10927.0,14513.0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High & Low: G-Sword,Other,2017,2017,G,5.18,9524.0,11361.0,286.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rilu Rilu Fairilu: Mahou no Kagami,Original,2017,2018,G,6.38,6303.0,8668.0,1104.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kimi no Hikari: Asagao to Kase-san.,Manga,2017,,PG-13,7.31,2430.0,3192.0,16474.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Free! Movie 2: Timeless Medley - Yakusoku,Original,2017,,PG-13,7.76,967.0,3370.0,14836.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Cine Mileage Card x Asa da yo! Kaishain,Original,2017,,G,3.88,10711.0,13950.0,105.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jikan no Shihaisha,Manga,2017,2017,PG-13,6.41,6159.0,1691.0,49448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Re:Creators,Original,2017,2017,R,7.66,1216.0,333.0,248516.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dream Festival! R,Original,2017,2017,PG-13,6.98,3729.0,6540.0,2918.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warau Salesman New,Manga,2017,2017,PG-13,6.27,6801.0,3609.0,12655.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryuu no Haisha,Original,2017,2017,PG-13,7.53,1586.0,2443.0,27216.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoukoku no Altair,Manga,2017,2017,PG-13,7.56,1499.0,1822.0,44460.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dive!!,Novel,2017,2017,PG-13,6.15,7223.0,2277.0,30837.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Inuyashiki,Manga,2017,2017,R,7.84,819.0,342.0,242996.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary to Majo no Hana,Book,2017,,G,7.39,2109.0,2064.0,36686.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Game!!,4-koma manga,2017,2017,PG-13,7.89,724.0,725.0,132723.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pokemon: Kimi ni Kimeta!,Game,2017,,PG,7.29,2521.0,3147.0,16939.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The iDOLM@STER SideM,Game,2017,2017,PG-13,7.39,2131.0,3605.0,12687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!,Original,2017,,PG-13,6.84,4246.0,5298.0,4940.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3-gatsu no Lion 2nd Season,Manga,2017,2018,PG-13,9.04,9.0,798.0,121004.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Daraku Reijou The Animation: Hakoiri Ojousama Netorare Choukyou Kiroku,Manga,2017,,Rx,6.05,nan,6622.0,2805.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAFF x Chobitto Zukan,Unknown,2017,,PG,3.3,11969.0,13961.0,105.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dappys,Original,2017,,G,6.37,6318.0,9391.0,759.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isobe Isobee with Nakata Yasutaka de Sourou,Manga,2017,,G,4.49,11433.0,12522.0,179.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katainaka ni Totsuidekita ○-ssia Musume to H Shimakuru Ohanashi,Digital manga,2017,,Rx,7.22,nan,5625.0,4239.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kishibe Rohan wa Ugokanai,Manga,2017,2018,R,7.41,2014.0,2802.0,21394.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Fukumenkei Noise,Manga,2017,2017,PG-13,7.15,3077.0,1475.0,60494.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dia Horizon (Kabu),Original,2017,2017,PG-13,4.68,10032.0,5234.0,5069.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hirune Hime: Shiranai Watashi no Monogatari,Original,2017,,PG-13,7.07,3395.0,2642.0,23832.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kobayashi-san Chi no Maid Dragon,Manga,2017,2017,PG-13,8.17,359.0,134.0,426274.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Glory Days,Other,2017,,G,6.86,4177.0,8631.0,1119.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otona no Ikkyuu-san 2nd Season,Other,2017,2017,PG-13,4.8,12551.0,13749.0,116.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meikoku Gakuen: Jutai-hen,Visual novel,2017,2017,Rx,7.09,nan,5518.0,4471.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Panpaka Pants Matsuri Movie: Purin Ara, Domo",Original,2017,,G,5.08,12586.0,14431.0,83.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gundam Build Fighters: GM no Gyakushuu,Original,2017,,G,7.29,2506.0,5303.0,4935.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swan,Original,2017,,G,5.38,9215.0,13924.0,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dies Irae,Visual novel,2017,2017,R,5.49,8943.0,1072.0,88288.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Renai Boukun,Web manga,2017,2017,PG-13,6.88,4113.0,534.0,173553.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Onyankopon,Other,2017,2017,G,4.49,10137.0,8837.0,1012.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimi no Koe wo Todoketai,Original,2017,,PG-13,7.13,3158.0,3103.0,17460.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimoshiba 2,Original,2017,2017,G,5.88,11718.0,14439.0,82.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Car,Original,2017,2017,PG-13,5.68,8571.0,3258.0,15908.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Heartful Maman The Animation,Visual novel,2017,,Rx,6.65,nan,6323.0,3164.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youjo Shenki,Light novel,2017,2017,G,6.78,4537.0,3822.0,10961.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kagirohi: Shaku Kei - Another,Visual novel,2017,,Rx,6.57,nan,6919.0,2441.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahoujin Guruguru (2017),Manga,2017,2017,PG-13,7.93,659.0,2768.0,21975.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fussa Shi PR Anime,Original,2017,,G,4.63,10940.0,11206.0,306.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ousama Game The Animation,Novel,2017,2017,R,5.16,9568.0,807.0,120171.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Clockwork Planet,Light novel,2017,2017,PG-13,6.58,5431.0,949.0,102368.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,Original,2017,2019,PG-13,8.0,577.0,3764.0,11318.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cardfight!! Vanguard G: Z,Original,2017,2018,PG-13,6.64,5150.0,6552.0,2894.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dia Horizon,Original,2017,2017,G,3.7,10800.0,10705.0,395.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bungou Stray Dogs: Hitori Ayumu,Manga,2017,,PG-13,7.78,921.0,1867.0,43198.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Kemono Friends,Game,2017,2017,PG,7.69,1134.0,1604.0,53094.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Manga,2017,2017,PG-13,8.84,24.0,1068.0,88622.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Battle Girl High School,Game,2017,2017,PG-13,5.9,7975.0,3171.0,16669.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anisama,Other,2017,,PG,5.99,7751.0,7856.0,1593.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
