name,source,genre,year_from,year_to,rating,score,rank,popularity,members
Chiisana Viking Vickie,Unknown,"['Adventure', 'Comedy', 'Historical', 'Kids']",1974,1975,G,6.61,5292.0,7394.0,1963.0
Ariel Deluxe,Unknown,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']",1991,1991,PG-13,5.64,8624.0,9010.0,907.0
Toushin Toshi II,Visual novel,"['Adventure', 'Fantasy', 'Hentai', 'Romance']",1997,1998,Rx,5.83,nan,9120.0,857.0
Ariel Visual,Original,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']",1989,1989,PG-13,5.45,9004.0,8772.0,1026.0
Youkoso Lodoss-tou e!,Unknown,"['Comedy', 'Parody']",2005,,G,6.23,6944.0,8094.0,1416.0
Kuro Ai: Hitoyozumakan Inkou Rannyuuroku,Visual novel,['Hentai'],2005,2005,Rx,6.8,nan,4302.0,8271.0
Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,Game,"['Adventure', 'Fantasy']",2006,,PG,6.58,5454.0,3852.0,10697.0
Pokemon Diamond & Pearl: Dialga vs. Palkia vs. Darkrai,Game,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids']",2007,,PG,7.33,2361.0,1530.0,56956.0
Kappa no Coo to Natsuyasumi,Original,"['Adventure', 'Demons', 'Shounen']",2007,,PG,7.6,1364.0,3999.0,9831.0
Ninkuu (Movie),Manga,"['Action', 'Adventure', 'Comedy', 'Historical', 'Martial Arts', 'Shounen']",1995,,G,6.2,7039.0,8581.0,1126.0
Accelerando: Datenshi-tachi no Sasayaki,Manga,['Hentai'],2007,2010,Rx,6.96,nan,4009.0,9783.0
Ikusa Otome Valkyrie,Visual novel,['Hentai'],2004,2005,Rx,6.29,nan,5260.0,4977.0
Ikusa Otome Valkyrie Shinshou,Visual novel,['Hentai'],2006,2007,Rx,6.23,nan,6669.0,2720.0
Seifuku Shojo The Animation,Manga,['Hentai'],2004,2004,Rx,6.41,nan,6061.0,3512.0
Tokineiro,Visual novel,['Hentai'],2004,2004,Rx,5.17,nan,6459.0,2975.0
21-ji no Onna: Newscaster Katsuragi Miki,Manga,['Hentai'],2001,2001,Rx,5.89,nan,6553.0,2878.0
2x1,Unknown,['Hentai'],1998,1998,Rx,5.3,nan,7518.0,1863.0
Ane☆Haramix,Visual novel,['Hentai'],2006,2007,Rx,6.91,nan,3984.0,9912.0
Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,Visual novel,['Hentai'],2006,2007,Rx,7.11,nan,3842.0,10767.0
Kazama Mana,Visual novel,['Hentai'],2006,,Rx,6.32,nan,5561.0,4334.0
Nanase Ren,Visual novel,['Hentai'],2005,,Rx,6.28,nan,5590.0,4289.0
Yagami Yuu,Visual novel,['Hentai'],2006,,Rx,6.51,nan,5149.0,5261.0
Bakunyuu Oyako,Visual novel,"['Hentai', 'School']",2004,2004,Rx,6.32,nan,4462.0,7558.0
Asgaldh: The Distortion Testament,Visual novel,['Hentai'],2001,2002,Rx,5.83,nan,7399.0,1961.0
Bible Black Only Version,Visual novel,['Hentai'],2005,2006,Rx,6.94,nan,3553.0,13106.0
Charm Point 1: Sister's Rondo,Unknown,['Hentai'],1999,,Rx,5.57,nan,8504.0,1169.0
Chikan Monogatari,Original,['Hentai'],2006,2007,Rx,6.36,nan,5866.0,3818.0
Hoshi no Orpheus,Unknown,"['Fantasy', 'Kids']",1979,,PG,5.38,9171.0,10068.0,525.0
Chinmoku no Kantai,Manga,"['Action', 'Military', 'Drama', 'Seinen']",1995,1998,PG-13,6.43,6053.0,8098.0,1413.0
Anime Oyako Gekijou,Original,"['Kids', 'Adventure', 'Fantasy', 'Historical', 'Sci-Fi']",1981,1982,G,5.94,7852.0,8085.0,1419.0
Iyashite Agerun Saiyuuki,Manga,"['Hentai', 'Parody']",2007,,Rx,6.5,nan,5609.0,4249.0
Aachi wa Ssipak,Original,"['Action', 'Comedy']",2006,,R+,6.78,4497.0,4552.0,7158.0
Ganbare Goemon,Game,"['Comedy', 'Shounen']",1997,1998,G,6.2,7022.0,8931.0,945.0
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,Manga,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']",2007,,PG-13,7.55,1507.0,560.0,164722.0
Gake no Ue no Ponyo,Original,"['Adventure', 'Fantasy']",2008,,G,7.93,653.0,388.0,221470.0
Iblard Jikan,Other,['Fantasy'],2007,,G,7.04,3515.0,3362.0,14851.0
Hakushon Daimaou,Unknown,"['Comedy', 'Fantasy']",1969,1970,G,6.1,7402.0,8804.0,1012.0
Kinbaku no Yakata: Ryakudatsu,Unknown,['Hentai'],2000,2000,Rx,5.48,nan,7621.0,1769.0
Kujiratori,Picture book,['Adventure'],2001,,G,6.56,5536.0,7074.0,2262.0
Houkago: Nureta Seifuku,Visual novel,['Hentai'],2005,2005,Rx,6.54,nan,4600.0,6961.0
Nandarou,Unknown,['Comedy'],1992,,PG,5.29,9325.0,7266.0,2080.0
Higurashi no Naku Koro ni Special: Nekogoroshi-hen,Light novel,['Mystery'],2007,,PG-13,7.28,2544.0,1567.0,55074.0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,Manga,"['Action', 'Comedy', 'Mystery', 'Police']",1999,,PG-13,7.18,2953.0,8551.0,1143.0
Sakigake!! Otokojuku,Manga,"['Action', 'Comedy', 'Martial Arts', 'School', 'Shounen']",1988,1988,R,7.42,1979.0,4593.0,7012.0
Code Geass: Hangyaku no Lelouch R2,Original,"['Action', 'Military', 'Sci-Fi', 'Super Power', 'Drama', 'Mecha']",2008,2008,R,8.94,17.0,24.0,869302.0
Ikkitousen: Dragon Destiny Specials,Unknown,"['Super Power', 'Ecchi', 'Martial Arts', 'School']",2007,2007,R+,6.75,4669.0,3045.0,18032.0
Rokushin Gattai GodMars: Juunana-sai no Densetsu,Unknown,"['Action', 'Sci-Fi', 'Space', 'Mecha']",1988,,R+,6.02,7650.0,9929.0,564.0
Cyborg Kuro-chan,Manga,"['Comedy', 'Sci-Fi']",1999,2001,PG,7.16,3027.0,5415.0,4638.0
Koi Koi 7 Specials,Unknown,"['Comedy', 'Ecchi']",2005,2006,PG-13,5.93,7893.0,7482.0,1890.0
Kyoushirou to Towa no Sora Specials,Manga,"['Drama', 'Magic', 'Romance', 'Shounen']",2007,2007,PG-13,6.66,5063.0,5450.0,4569.0
Ohayou! Spank,Manga,"['Slice of Life', 'Comedy']",1981,1982,G,6.69,4932.0,8148.0,1386.0
Daisougen no Chiisana Tenshi: Bush Baby,Novel,"['Adventure', 'Drama']",1992,1992,G,7.12,3186.0,8109.0,1408.0
Chikyuu ga Ugoita Hi,Novel,"['Drama', 'Historical']",1997,,PG,6.46,5936.0,8809.0,1010.0
Genki Bakuhatsu Ganbaruger,Original,"['Mecha', 'Shounen']",1992,1993,PG,6.98,3730.0,9748.0,617.0
Seijun Kango Gakuin,Unknown,"['Comedy', 'Hentai']",2002,2003,Rx,6.38,nan,6837.0,2526.0
Ashita no Joe (Movie),Unknown,"['Action', 'Drama', 'Shounen', 'Sports']",1980,,PG-13,7.2,2847.0,6721.0,2662.0
Ashita no Joe 2,Manga,"['Action', 'Drama', 'Shounen', 'Slice of Life', 'Sports']",1980,1981,PG-13,8.63,66.0,3246.0,15939.0
Ashita no Joe 2 (Movie),Unknown,"['Drama', 'Sports']",1981,,PG-13,7.42,1953.0,6993.0,2353.0
Shugo Chara!,Manga,"['Comedy', 'Magic', 'School', 'Shoujo']",2007,2008,PG,7.55,1532.0,627.0,150163.0
ef: A Tale of Memories.,Visual novel,"['Mystery', 'Drama', 'Romance']",2007,2007,PG-13,8.03,526.0,480.0,190078.0
Myself; Yourself,Visual novel,"['Drama', 'Romance', 'School']",2007,2007,PG-13,7.32,2401.0,667.0,141926.0
Kimikiss Pure Rouge,Visual novel,"['Drama', 'Romance', 'School']",2007,2008,PG-13,7.41,2014.0,1311.0,70290.0
.hack//G.U. Returner,Game,"['Magic', 'Adventure', 'Fantasy', 'Game', 'Sci-Fi', 'Drama']",2007,,PG-13,6.82,4310.0,3070.0,17748.0
Moonlight Mile 2nd Season: Touch Down,Manga,"['Adventure', 'Drama', 'Sci-Fi', 'Space']",2007,2007,R+,7.43,1924.0,6035.0,3551.0
Tensai? Dr. Hamax,Original,['Comedy'],2007,2007,G,5.31,13184.0,12736.0,163.0
Mokke,Manga,"['Slice of Life', 'Supernatural', 'Mystery']",2007,2008,PG,7.13,3160.0,3826.0,10863.0
Mirai Keisatsu Urashiman,Manga,"['Action', 'Sci-Fi', 'Comedy', 'Police']",1983,1983,PG-13,6.82,4339.0,8420.0,1229.0
Shiawase Sou no Okojo-san,Manga,['Comedy'],2001,2002,G,6.69,4939.0,7768.0,1645.0
Ryokan Shirasagi,Visual novel,['Hentai'],2003,2004,Rx,6.19,nan,7611.0,1779.0
Private Emotion,Visual novel,['Hentai'],2003,2003,Rx,5.45,nan,8761.0,1034.0
Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,Manga,['Shoujo'],1993,,PG-13,7.19,2887.0,3630.0,12368.0
Idol Densetsu Eriko,Original,['Music'],1989,1990,PG-13,6.86,4173.0,6665.0,2727.0
Elysium,Unknown,"['Action', 'Mecha', 'Sci-Fi']",2003,,PG-13,5.45,9009.0,8605.0,1116.0
Sketchbook: Full Color's,4-koma manga,"['Slice of Life', 'Comedy']",2007,2007,G,7.43,1940.0,2789.0,21449.0
Inbaku Gakuen,Unknown,"['Hentai', 'School']",2002,2003,Rx,6.39,nan,6054.0,3526.0
Seisai,Visual novel,"['Dementia', 'Fantasy', 'Hentai', 'Horror']",2003,2003,Rx,5.47,nan,6861.0,2496.0
Hitozuma Ryoujoku Sankanbi,Original,['Hentai'],2005,2005,Rx,6.38,nan,6100.0,3443.0
Angel Core: Tenshi-tachi no Sumika,Visual novel,"['Action', 'Mecha', 'Hentai', 'Military', 'Historical']",2003,2003,Rx,5.66,nan,5788.0,3938.0
Ojamajo Doremi Sharp Movie,Unknown,"['Kids', 'Magic', 'Shoujo']",2000,,G,7.23,2743.0,6515.0,2919.0
Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,Unknown,"['Kids', 'Magic', 'Shoujo']",2001,,G,7.28,2552.0,6475.0,2960.0
Doubutsu no Mori,Game,"['Kids', 'Slice of Life']",2006,,G,7.13,3148.0,3313.0,15262.0
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,Manga,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Mecha', 'Shounen']",2005,,PG-13,8.12,418.0,2047.0,36979.0
Final Fantasy VII: Advent Children Complete,Game,"['Action', 'Fantasy', 'Super Power']",2009,,PG-13,8.06,485.0,988.0,97110.0
Egao,Original,"['Music', 'Slice of Life', 'Kids']",2003,,G,6.64,5159.0,3878.0,10510.0
Maria-sama ga Miteru 3rd Specials,Light novel,['Comedy'],2006,2007,PG,7.45,1843.0,4974.0,5772.0
Hana no Joshi Announcer: Newscaster Etsuko,Original,['Hentai'],2004,2004,Rx,6.52,nan,4732.0,6514.0
Shin-ban Megami Tantei Vinus File,Manga,['Hentai'],2004,2004,Rx,5.78,nan,8701.0,1067.0
Okusama wa Mahoutsukai,Original,['Hentai'],2006,2007,Rx,5.9,nan,7196.0,2145.0
Hitozuma Cosplay Kissa,Visual novel,['Hentai'],2004,2004,Rx,6.13,nan,6003.0,3599.0
Utsukushiki Sei no Dendoushi Reirei,Unknown,"['Hentai', 'Yuri']",1994,1994,Rx,5.64,nan,7843.0,1586.0
Kininaru Roommate,Manga,['Hentai'],2006,2006,Rx,6.63,nan,5688.0,4118.0
Digimon Adventure Movie,Original,"['Action', 'Fantasy', 'Kids', 'Sci-Fi']",1999,,PG,7.61,1334.0,1195.0,77984.0
Digimon Adventure 02 Movies,Original,"['Adventure', 'Fantasy', 'Kids', 'Sci-Fi']",2000,,PG,7.21,2814.0,2166.0,33425.0
Minami-ke,Manga,"['Slice of Life', 'Comedy', 'School']",2007,2007,PG-13,7.76,975.0,733.0,130392.0
Blue Drop: Tenshi-tachi no Gikyoku,Manga,"['Sci-Fi', 'Drama', 'Shoujo Ai']",2007,2007,PG-13,6.8,4412.0,2646.0,23712.0
Suteki Tantei Labyrinth,Manga,"['Mystery', 'Sci-Fi']",2007,2008,PG-13,6.85,4224.0,4442.0,7641.0
Ookami to Koushinryou,Light novel,"['Adventure', 'Fantasy', 'Historical', 'Romance']",2008,2008,PG-13,8.33,217.0,104.0,479904.0
Saishuu Shiken Kujira,Visual novel,"['Comedy', 'Ecchi', 'Mystery', 'School', 'Supernatural']",2007,2007,PG-13,5.12,9586.0,5738.0,4020.0
Appleseed Saga Ex Machina,Unknown,"['Action', 'Mecha', 'Military', 'Sci-Fi']",2007,,PG-13,7.42,1952.0,2216.0,32305.0
Night Wizard,Game,"['Adventure', 'Fantasy', 'Magic', 'Shounen']",2007,2007,PG-13,6.76,4633.0,2275.0,30744.0
Kyou kara Maou! R,Light novel,"['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Shoujo']",2007,2008,PG-13,7.56,1484.0,3082.0,17572.0
Kindan no Mokushiroku: Crystal Triangle,Original,"['Adventure', 'Military', 'Demons', 'Mystery']",1987,,PG-13,4.61,10052.0,8369.0,1259.0
Fire Tripper,Manga,"['Fantasy', 'Sci-Fi']",1985,,PG-13,6.82,4320.0,6484.0,2949.0
The Humanoid: Ai no Wakusei Lezeria,Unknown,"['Space', 'Mecha', 'Drama', 'Sci-Fi']",1986,,PG-13,4.92,9808.0,8259.0,1315.0
Youjuu Sensen Adventure Kid,Unknown,"['Fantasy', 'Hentai', 'Demons', 'Horror']",1992,1993,Rx,5.38,nan,7918.0,1527.0
Shin Getter Robo,Original,"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Demons', 'Horror', 'Shounen']",2004,2004,R,7.43,1939.0,4799.0,6265.0
Akiko,Unknown,['Hentai'],1996,1996,Rx,5.4,nan,7477.0,1895.0
Kuusou Kagaku Sekai Gulliver Boy,Unknown,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Mecha']",1995,1995,PG-13,6.6,5348.0,9228.0,814.0
Chika Gentou Gekiga: Shoujo Tsubaki,Manga,"['Drama', 'Historical', 'Horror']",1992,,R+,6.1,7387.0,3370.0,14751.0
Yuuwaku,Visual novel,"['Hentai', 'School']",2003,2003,Rx,6.65,nan,5429.0,4605.0
Digital Devil Story: Megami Tensei,Light novel,"['Adventure', 'Mystery', 'Horror', 'Demons', 'Psychological', 'Supernatural', 'Drama', 'Fantasy', 'School']",1987,,R,5.31,9279.0,5667.0,4147.0
Majin Tantei Nougami Neuro,Manga,"['Mystery', 'Comedy', 'Demons', 'Supernatural', 'Shounen']",2007,2008,R,7.7,1113.0,1617.0,52264.0
Bamboo Blade,Manga,"['Comedy', 'School', 'Seinen', 'Sports']",2007,2008,PG-13,7.39,2087.0,1282.0,71850.0
Ginga Hyouryuu Vifam,Unknown,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Mecha']",1983,1984,G,7.28,2543.0,7233.0,2109.0
Mahou Shoujo Ai,Visual novel,"['Action', 'Hentai', 'Horror', 'Supernatural']",2003,2005,Rx,6.65,nan,4823.0,6180.0
Mini Skirt Gakuen,Original,['Hentai'],2001,,Rx,4.47,nan,8937.0,939.0
Harumi-chan no Oita,Unknown,['Hentai'],2001,,Rx,5.34,nan,7094.0,2251.0
Rosario to Vampire,Manga,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'Vampire', 'Fantasy', 'School', 'Shounen']",2008,2008,R+,7.03,3569.0,143.0,414882.0
Death Note: Rewrite,Manga,"['Mystery', 'Police', 'Psychological', 'Supernatural', 'Thriller']",2007,2008,R,7.8,892.0,825.0,117190.0
Hi no Tori: Houou-hen,Manga,"['Drama', 'Fantasy', 'Historical']",1986,,R+,7.0,3674.0,7434.0,1929.0
Hi no Tori: Yamato-hen,Manga,"['Drama', 'Historical']",1987,,PG-13,6.92,3951.0,7963.0,1501.0
Taiho Shichau zo: Full Throttle,Manga,"['Action', 'Comedy', 'Police', 'Shounen']",2007,2008,PG-13,7.28,2559.0,4769.0,6395.0
Moyashimon,Manga,"['Comedy', 'Supernatural', 'School', 'Seinen']",2007,2007,PG-13,7.64,1265.0,1572.0,54755.0
Gyakkyou Burai Kaiji: Ultimate Survivor,Manga,"['Game', 'Psychological', 'Seinen', 'Thriller']",2007,2008,R,8.31,237.0,550.0,167119.0
Yumedamaya Kidan,Original,"['Drama', 'Fantasy']",2007,,PG,6.62,5284.0,7057.0,2273.0
Saint Beast: Ikusen no Hiru to Yoru-hen,Unknown,"['Magic', 'Fantasy']",2005,2006,PG-13,6.32,6562.0,6370.0,3099.0
Shadow Skill,Unknown,"['Adventure', 'Drama', 'Fantasy', 'Shounen']",1995,,R,6.68,4988.0,5764.0,3978.0
Atashin'chi,Manga,"['Comedy', 'Slice of Life']",2002,2009,G,7.36,2221.0,7137.0,2208.0
Bronze: Kouji Nanjo Cathexis,Manga,"['Music', 'Shounen Ai']",1994,,PG-13,6.39,6227.0,5922.0,3731.0
Time Bokan Series: Yatterman,Unknown,"['Adventure', 'Comedy', 'Mecha']",1977,1979,G,6.75,4691.0,6021.0,3566.0
Tiger Mask,Manga,"['Action', 'Drama', 'Shounen', 'Sports']",1969,1971,PG-13,7.34,2332.0,4921.0,5949.0
Kaiketsu Zorro,Other,"['Adventure', 'Historical', 'Shounen']",1996,1997,PG-13,7.3,2471.0,4603.0,6960.0
Yotsunoha,Visual novel,"['Romance', 'School']",2008,2008,PG-13,6.42,6136.0,4037.0,9638.0
Gekitou! Crush Gear Turbo,Unknown,"['Sports', 'Shounen']",2001,2003,G,6.88,4091.0,5791.0,3938.0
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Novel,"['Action', 'Military', 'Sci-Fi', 'Space']",1988,,PG-13,8.02,537.0,2751.0,22142.0
Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,Novel,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Shounen', 'Space']",1992,,PG-13,6.3,6628.0,4129.0,9104.0
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,Novel,"['Action', 'Space', 'Military', 'Drama', 'Sci-Fi']",1993,,PG-13,8.16,363.0,3016.0,18424.0
Lupin III: Kiri no Elusive,Manga,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",2007,,PG-13,6.96,3805.0,5995.0,3604.0
Gu-Gu Ganmo,Manga,"['Comedy', 'School', 'Shounen', 'Slice of Life']",1984,1985,G,6.18,7110.0,10417.0,443.0
Yume Senshi Wingman,Manga,"['Action', 'Comedy', 'Super Power', 'Romance', 'School']",1984,1985,R+,6.73,4787.0,8063.0,1433.0
Haai Step Jun,Manga,"['Action', 'Romance', 'School', 'Sci-Fi']",1985,1986,PG-13,6.38,6275.0,9775.0,607.0
Esper Mami,Manga,"['Comedy', 'Ecchi', 'Magic', 'School', 'Super Power', 'Supernatural']",1987,1989,PG-13,6.65,5107.0,8749.0,1042.0
Ribbon no Kishi,Manga,"['Action', 'Mystery', 'Romance', 'Fantasy', 'Shoujo']",1967,1968,PG-13,6.76,4638.0,6820.0,2542.0
Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,Game,"['Action', 'Fantasy', 'Magic']",1992,1992,R,5.63,8646.0,8753.0,1039.0
Compiler,Unknown,"['Sci-Fi', 'Comedy', 'Drama', 'Romance']",1994,1994,R+,5.32,9252.0,8002.0,1471.0
Hokuto no Ken: Yuria-den,Unknown,"['Action', 'Adventure', 'Drama', 'Martial Arts']",2007,,R,7.16,3035.0,5129.0,5329.0
Cluster Edge Specials,Unknown,"['Action', 'Fantasy', 'Military', 'Sci-Fi']",2006,,PG-13,6.66,5047.0,8680.0,1077.0
Digimon Frontier: Ornismon Fukkatsu!!,Original,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",2002,,PG,6.96,3797.0,3359.0,14882.0
Digimon Tamers: Boukensha-tachi no Tatakai,Original,"['Adventure', 'Drama', 'Sci-Fi', 'Shounen']",2001,,PG,7.07,3380.0,3268.0,15701.0
Digimon Tamers: Bousou Digimon Tokkyuu,Original,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']",2002,,PG,7.13,3147.0,3077.0,17644.0
Kurai Mirai,Visual novel,['Hentai'],2006,2006,Rx,5.91,nan,6826.0,2537.0
Chouon Senshi Borgman,Other,"['Action', 'Sci-Fi', 'Demons']",1988,1988,PG-13,6.48,5857.0,7872.0,1568.0
Tobe! Isami,Original,"['Action', 'Adventure', 'Comedy', 'Romance', 'Shounen']",1995,1996,PG-13,7.3,2494.0,8281.0,1305.0
GS Mikami: Gokuraku Daisakusen!!,Manga,"['Comedy', 'Fantasy']",1994,,PG-13,6.7,4879.0,7676.0,1728.0
Senya Ichiya Monogatari,Original,"['Fantasy', 'Hentai']",1969,,Rx,6.11,nan,6924.0,2418.0
Campus,Visual novel,['Hentai'],2000,2001,Rx,6.0,nan,7052.0,2280.0
Bakuhatsu Sunzen!! Tenshi no Countdown,Unknown,"['Comedy', 'Hentai', 'Yuri']",2001,,Rx,5.58,nan,6527.0,2908.0
Andersen Douwa: Ningyohime,Unknown,"['Fantasy', 'Romance', 'Shoujo']",1975,,G,7.15,3066.0,6126.0,3404.0
Tetsuwan Atom (1980),Manga,"['Action', 'Sci-Fi', 'Adventure', 'Mecha', 'Shounen']",1980,1981,G,7.22,2801.0,4392.0,7872.0
Shiroki Tenshi-tachi no Rondo,Unknown,['Hentai'],2002,2002,Rx,5.94,nan,7607.0,1785.0
In no Houteishiki,Manga,"['Hentai', 'School']",2004,2004,Rx,6.37,nan,6053.0,3526.0
Panchira Teacher,Original,"['Hentai', 'School']",2004,2005,Rx,6.5,nan,4761.0,6417.0
Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,Original,"['Fantasy', 'Music', 'Romance', 'Shoujo']",2007,,G,7.37,2217.0,6259.0,3215.0
Ganbare! Kickers,Manga,"['Comedy', 'Drama', 'Shounen', 'Sports']",1986,1987,G,6.89,4061.0,4790.0,6295.0
La Seine no Hoshi,Unknown,"['Adventure', 'Historical', 'Drama', 'Shoujo']",1975,1975,G,6.62,5261.0,8048.0,1444.0
Natural,Visual novel,['Hentai'],1999,1999,Rx,6.06,nan,8058.0,1436.0
Loveless Specials,Manga,"['Comedy', 'Supernatural', 'Romance', 'Fantasy', 'Josei', 'Shounen Ai']",2005,2006,PG-13,6.71,4853.0,3459.0,13992.0
Darling,Visual novel,"['Hentai', 'Comedy']",2003,2003,Rx,6.55,nan,5334.0,4828.0
Ninja Senshi Tobikage,Original,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",1985,1986,PG-13,7.12,3211.0,6690.0,2701.0
Dallos,Original,"['Action', 'Sci-Fi', 'Mecha']",1983,1984,PG-13,6.01,7669.0,5623.0,4223.0
Kishin Heidan,Unknown,"['Adventure', 'Mecha', 'Historical', 'Sci-Fi']",1993,1994,PG-13,6.37,6320.0,8008.0,1469.0
Futago no Haha Seihonnou,Visual novel,['Hentai'],2005,2005,Rx,6.33,nan,6332.0,3136.0
Gakuen Sodom,Unknown,['Hentai'],1998,1998,Rx,5.56,nan,8311.0,1289.0
Kizuoibito,Manga,"['Action', 'Adventure', 'Seinen', 'Thriller']",1986,1988,R+,4.7,9992.0,9041.0,898.0
Ozanari Dungeon: Kaze no Tou,Manga,"['Action', 'Adventure', 'Fantasy', 'Comedy']",1991,1991,PG-13,6.34,6483.0,8884.0,969.0
Joou-sama wa M Dorei,Unknown,['Hentai'],2002,,Rx,5.42,nan,8090.0,1419.0
Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,Original,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama']",1978,,PG-13,7.21,2832.0,6779.0,2596.0
Yamato yo Towa ni,Original,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama']",1980,,PG-13,6.74,4739.0,7415.0,1944.0
Wakusei Daikaiju Negadon,Original,"['Action', 'Fantasy', 'Mecha', 'Military', 'Sci-Fi', 'Space']",2005,,PG-13,5.58,8761.0,8831.0,1001.0
Uchuu Senkan Yamato: Aratanaru Tabidachi,Unknown,"['Military', 'Sci-Fi', 'Drama']",1979,,PG-13,6.87,4152.0,7105.0,2242.0
Uchuu Senkan Yamato: Kanketsu-hen,Original,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama']",1983,,PG-13,7.03,3578.0,6904.0,2438.0
Robby to Kerobby,Original,"['Kids', 'Comedy']",2007,2008,G,6.28,12651.0,12662.0,166.0
Minerva no Kenshi,Unknown,"['Fantasy', 'Hentai']",1994,1996,Rx,6.22,nan,7741.0,1669.0
Tondera House no Daibouken,Original,"['Adventure', 'Historical', 'Sci-Fi']",1982,1983,G,6.4,6218.0,9129.0,852.0
Bishoujo Senshi Sailor Moon SuperS Special,Manga,"['Magic', 'Romance', 'Shoujo']",1995,,PG-13,7.46,1798.0,3308.0,15311.0
Warau Salesman,Manga,"['Psychological', 'Supernatural', 'Drama', 'Seinen']",1989,1992,R+,6.65,5140.0,6899.0,2452.0
Magical Twilight,Unknown,"['Hentai', 'Comedy', 'Magic', 'Romance']",1994,1995,Rx,6.04,nan,8256.0,1318.0
Aoki Ryuusei SPT Layzner,Original,"['Space', 'Mecha', 'Military', 'Sci-Fi']",1985,1986,PG-13,7.18,2935.0,5951.0,3675.0
Anime Tenchou,Other,"['Action', 'Parody']",2002,,G,6.07,7493.0,4413.0,7758.0
Attacker You!,Manga,"['Action', 'Romance', 'Shoujo', 'Sports']",1984,1985,R+,6.64,5148.0,5762.0,3980.0
Stairs: Houkago no Album,Manga,['Hentai'],2001,,Rx,5.45,nan,8475.0,1189.0
Koharu Biyori,Manga,"['Ecchi', 'Comedy', 'Sci-Fi']",2007,2008,R+,6.71,4848.0,3148.0,16810.0
Strait Jacket,Light novel,"['Action', 'Fantasy', 'Sci-Fi']",2007,2008,R,6.9,4031.0,2780.0,21581.0
Cencoroll,Original,"['Action', 'Sci-Fi']",2009,,PG-13,7.28,2538.0,1344.0,68466.0
Tokyo Marble Chocolate,Original,"['Romance', 'Slice of Life']",2007,,PG-13,7.3,2495.0,2931.0,19304.0
The Sky Crawlers,Novel,"['Drama', 'Military']",2008,,PG-13,7.35,2294.0,1929.0,40670.0
Aa! Megami-sama!: Tatakau Tsubasa,Manga,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",2007,,PG-13,7.66,1205.0,2783.0,21553.0
xxxHOLiC Kei,Manga,"['Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Drama']",2008,2008,PG-13,8.29,265.0,1005.0,94833.0
Junjou Romantica,Manga,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",2008,2008,PG-13,7.95,635.0,606.0,155355.0
Kekkai,Visual novel,['Hentai'],2002,,Rx,5.44,nan,8254.0,1318.0
Rankou Choukyou: Maid ni Natta Shoujo,Unknown,['Hentai'],2001,,Rx,5.42,nan,8828.0,1003.0
Sono Kinisasete yo: My My Mai,Unknown,"['Ecchi', 'Comedy', 'Supernatural']",1993,1994,R+,5.93,7903.0,7849.0,1583.0
Shutsugeki! Machine Robo Rescue,Unknown,"['Action', 'Mecha', 'Sci-Fi']",2003,2004,PG,6.89,4072.0,8925.0,952.0
Juusenshi Gulkeeva,Unknown,"['Action', 'Fantasy', 'Mecha', 'Super Power']",1995,1995,PG-13,6.37,6318.0,8443.0,1212.0
