,Month,Domestic,International,total_count,Name
0,2019-12,50755,11647,62402,Australia
1,2020-01,48075,11583,59658,Australia
2,2020-02,47908,10785,58693,Australia
3,2020-03,45903,7906,53809,Australia
4,2020-04,17595,2135,19730,Australia
5,2020-05,20695,2589,23284,Australia
6,2020-06,24311,2423,26734,Australia
7,2020-07,26360,2555,28915,Australia
8,2020-08,20715,2591,23306,Australia
9,2020-09,21868,2629,24497,Australia
10,2020-10,24173,3063,27236,Australia
11,2020-11,28997,3230,32227,Australia
12,2020-12,33388,3465,36853,Australia
13,2021-01,30630,3181,33811,Australia
14,2019-12,3203,2372,5575,South Africa
15,2020-01,2072,1969,4041,South Africa
16,2020-02,2532,2203,4735,South Africa
17,2020-03,2136,1764,3900,South Africa
18,2020-04,88,340,428,South Africa
19,2020-05,139,463,602,South Africa
20,2020-06,422,523,945,South Africa
21,2020-07,622,622,1244,South Africa
22,2020-08,782,705,1487,South Africa
23,2020-09,1150,721,1871,South Africa
24,2020-10,1475,1110,2585,South Africa
25,2020-11,1552,1116,2668,South Africa
26,2020-12,2574,1173,3747,South Africa
27,2021-01,1813,909,2722,South Africa
28,2019-12,21291,14820,36111,India
29,2020-01,22029,15640,37669,India
30,2020-02,21664,14609,36273,India
31,2020-03,16530,9121,25651,India
32,2020-04,593,1317,1910,India
33,2020-05,1663,2447,4110,India
34,2020-06,4949,4279,9228,India
35,2020-07,4926,5178,10104,India
36,2020-08,5057,4769,9826,India
37,2020-09,5995,4442,10437,India
38,2020-10,11084,6020,17104,India
39,2020-11,12293,6685,18978,India
40,2020-12,14388,7297,21685,India
41,2021-01,16107,7681,23788,India
42,2019-12,838245,72664,910909,United States
43,2020-01,875715,72864,948579,United States
44,2020-02,914154,73956,988110,United States
45,2020-03,805240,59685,864925,United States
46,2020-04,425069,15825,440894,United States
47,2020-05,552491,18391,570882,United States
48,2020-06,691872,22223,714095,United States
49,2020-07,818895,26939,845834,United States
50,2020-08,856972,27532,884504,United States
51,2020-09,802657,28952,831609,United States
52,2020-10,842165,32842,875007,United States
53,2020-11,787367,34347,821714,United States
54,2020-12,768844,40551,809395,United States
55,2021-01,738192,37987,776179,United States
56,2019-12,7325,12835,20160,Japan
57,2020-01,8217,12052,20269,Japan
58,2020-02,7509,11877,19386,Japan
59,2020-03,7147,5922,13069,Japan
60,2020-04,3946,2299,6245,Japan
61,2020-05,2318,2474,4792,Japan
62,2020-06,4594,2689,7283,Japan
63,2020-07,7321,3043,10364,Japan
64,2020-08,9071,3061,12132,Japan
65,2020-09,7200,3285,10485,Japan
66,2020-10,7983,3381,11364,Japan
67,2020-11,10238,3598,13836,Japan
68,2020-12,10942,6370,17312,Japan
69,2021-01,5742,6492,12234,Japan
70,2019-12,6674,18216,24890,Russian Federation
71,2020-01,7206,18833,26039,Russian Federation
72,2020-02,6371,17756,24127,Russian Federation
73,2020-03,7220,12719,19939,Russian Federation
74,2020-04,1564,1630,3194,Russian Federation
75,2020-05,1772,2376,4148,Russian Federation
76,2020-06,4229,2365,6594,Russian Federation
77,2020-07,5638,2905,8543,Russian Federation
78,2020-08,6736,5658,12394,Russian Federation
79,2020-09,8750,6915,15665,Russian Federation
80,2020-10,6614,9051,15665,Russian Federation
81,2020-11,5982,6660,12642,Russian Federation
82,2020-12,6749,6046,12795,Russian Federation
83,2021-01,6176,5757,11933,Russian Federation
84,2019-12,861,9672,10533,Qatar
85,2020-01,851,9937,10788,Qatar
86,2020-02,864,9810,10674,Qatar
87,2020-03,1201,7869,9070,Qatar
88,2020-04,752,3567,4319,Qatar
89,2020-05,538,3982,4520,Qatar
90,2020-06,808,4212,5020,Qatar
91,2020-07,1241,5265,6506,Qatar
92,2020-08,431,5650,6081,Qatar
93,2020-09,1219,5894,7113,Qatar
94,2020-10,1314,6560,7874,Qatar
95,2020-11,1463,6588,8051,Qatar
96,2020-12,1068,6845,7913,Qatar
97,2021-01,863,7191,8054,Qatar
98,2019-12,4170,12143,16313,Malaysia
99,2020-01,4154,12040,16194,Malaysia
100,2020-02,4234,10753,14987,Malaysia
101,2020-03,2131,5760,7891,Malaysia
102,2020-04,294,1149,1443,Malaysia
103,2020-05,509,1245,1754,Malaysia
104,2020-06,682,1274,1956,Malaysia
105,2020-07,1301,1482,2783,Malaysia
106,2020-08,1565,1574,3139,Malaysia
107,2020-09,2017,1606,3623,Malaysia
108,2020-10,842,1823,2665,Malaysia
109,2020-11,698,1874,2572,Malaysia
110,2020-12,1464,2184,3648,Malaysia
111,2021-01,970,2259,3229,Malaysia
112,2019-12,2297,21617,23914,United Arab Emirates
113,2020-01,2225,21529,23754,United Arab Emirates
114,2020-02,1742,17921,19663,United Arab Emirates
115,2020-03,1724,13487,15211,United Arab Emirates
116,2020-04,462,3465,3927,United Arab Emirates
117,2020-05,594,5059,5653,United Arab Emirates
118,2020-06,991,5950,6941,United Arab Emirates
119,2020-07,1148,7421,8569,United Arab Emirates
120,2020-08,1094,8018,9112,United Arab Emirates
121,2020-09,917,8676,9593,United Arab Emirates
122,2020-10,852,11138,11990,United Arab Emirates
123,2020-11,994,11521,12515,United Arab Emirates
124,2020-12,1058,13393,14451,United Arab Emirates
125,2021-01,1334,13442,14776,United Arab Emirates
126,2019-12,316,17116,17432,Singapore
127,2020-01,284,16551,16835,Singapore
128,2020-02,199,15455,15654,Singapore
129,2020-03,99,7749,7848,Singapore
130,2020-04,39,2258,2297,Singapore
131,2020-05,50,2547,2597,Singapore
132,2020-06,89,3325,3414,Singapore
133,2020-07,80,3483,3563,Singapore
134,2020-08,84,3655,3739,Singapore
135,2020-09,105,3667,3772,Singapore
136,2020-10,106,3916,4022,Singapore
137,2020-11,132,4320,4452,Singapore
138,2020-12,145,4981,5126,Singapore
139,2021-01,192,5324,5516,Singapore
140,2019-12,654,18503,19157,Hong Kong
141,2020-01,611,17707,18318,Hong Kong
142,2020-02,429,11542,11971,Hong Kong
143,2020-03,446,8019,8465,Hong Kong
144,2020-04,471,6681,7152,Hong Kong
145,2020-05,499,8245,8744,Hong Kong
146,2020-06,514,7141,7655,Hong Kong
147,2020-07,384,7061,7445,Hong Kong
148,2020-08,296,7018,7314,Hong Kong
149,2020-09,315,7566,7881,Hong Kong
150,2020-10,409,7741,8150,Hong Kong
151,2020-11,426,9081,9507,Hong Kong
152,2020-12,390,9407,9797,Hong Kong
153,2021-01,363,8438,8801,Hong Kong
154,2019-12,21534,33891,55425,Canada
155,2020-01,21899,34340,56239,Canada
156,2020-02,22747,34789,57536,Canada
157,2020-03,21419,29014,50433,Canada
158,2020-04,8770,4471,13241,Canada
159,2020-05,9796,4437,14233,Canada
160,2020-06,14812,5454,20266,Canada
161,2020-07,20107,7200,27307,Canada
162,2020-08,21382,7839,29221,Canada
163,2020-09,19716,7446,27162,Canada
164,2020-10,17634,8061,25695,Canada
165,2020-11,15284,8289,23573,Canada
166,2020-12,14215,9727,23942,Canada
167,2021-01,12991,8455,21446,Canada
168,2019-12,24362,78648,103010,Germany
169,2020-01,23403,77895,101298,Germany
170,2020-02,24975,80251,105226,Germany
171,2020-03,18876,54376,73252,Germany
172,2020-04,10244,13096,23340,Germany
173,2020-05,19264,15839,35103,Germany
174,2020-06,22131,23709,45840,Germany
175,2020-07,26200,42602,68802,Germany
176,2020-08,25194,49146,74340,Germany
177,2020-09,27835,47403,75238,Germany
178,2020-10,22036,44363,66399,Germany
179,2020-11,17609,28201,45810,Germany
180,2020-12,12451,27841,40292,Germany
181,2021-01,10953,24956,35909,Germany
182,2019-12,835,26479,27314,Netherlands
183,2020-01,771,26149,26920,Netherlands
184,2020-02,836,26657,27493,Netherlands
185,2020-03,1139,19754,20893,Netherlands
186,2020-04,985,3421,4406,Netherlands
187,2020-05,1809,5265,7074,Netherlands
188,2020-06,1980,7811,9791,Netherlands
189,2020-07,1969,14402,16371,Netherlands
190,2020-08,2023,19157,21180,Netherlands
191,2020-09,2376,18300,20676,Netherlands
192,2020-10,1566,16892,18458,Netherlands
193,2020-11,1656,12328,13984,Netherlands
194,2020-12,992,13324,14316,Netherlands
195,2021-01,1047,12334,13381,Netherlands
196,2019-12,10780,43411,54191,France
197,2020-01,11419,42937,54356,France
198,2020-02,12022,45563,57585,France
199,2020-03,8210,29666,37876,France
200,2020-04,1760,4065,5825,France
201,2020-05,5309,5323,10632,France
202,2020-06,9792,9795,19587,France
203,2020-07,14419,23173,37592,France
204,2020-08,13591,28318,41909,France
205,2020-09,15642,23430,39072,France
206,2020-10,13034,20778,33812,France
207,2020-11,7268,13422,20690,France
208,2020-12,8003,16089,24092,France
209,2021-01,8902,15067,23969,France
210,2019-12,488,12387,12875,"Korea, Republic of"
211,2020-01,558,14300,14858,"Korea, Republic of"
212,2020-02,560,12484,13044,"Korea, Republic of"
213,2020-03,311,5104,5415,"Korea, Republic of"
214,2020-04,146,4633,4779,"Korea, Republic of"
215,2020-05,147,5244,5391,"Korea, Republic of"
216,2020-06,153,4812,4965,"Korea, Republic of"
217,2020-07,128,4926,5054,"Korea, Republic of"
218,2020-08,57,4053,4110,"Korea, Republic of"
219,2020-09,143,5465,5608,"Korea, Republic of"
220,2020-10,966,6227,7193,"Korea, Republic of"
221,2020-11,1151,6676,7827,"Korea, Republic of"
222,2020-12,2285,7306,9591,"Korea, Republic of"
223,2021-01,266,4927,5193,"Korea, Republic of"
224,2019-12,1365,3673,5038,China
225,2020-01,1234,3414,4648,China
226,2020-02,768,1188,1956,China
227,2020-03,1094,962,2056,China
228,2020-04,892,1382,2274,China
229,2020-05,1053,2104,3157,China
230,2020-06,1517,2132,3649,China
231,2020-07,1760,1757,3517,China
232,2020-08,1318,1277,2595,China
233,2020-09,1248,1259,2507,China
234,2020-10,1987,1236,3223,China
235,2020-11,2220,1423,3643,China
236,2020-12,2257,1417,3674,China
237,2021-01,1922,1284,3206,China
238,2019-12,8702,43229,51931,Italy
239,2020-01,8681,41519,50200,Italy
240,2020-02,10022,43090,53112,Italy
241,2020-03,4403,16428,20831,Italy
242,2020-04,2159,2780,4939,Italy
243,2020-05,3636,3403,7039,Italy
244,2020-06,6166,7386,13552,Italy
245,2020-07,10374,20003,30377,Italy
246,2020-08,11831,27068,38899,Italy
247,2020-09,11470,23162,34632,Italy
248,2020-10,10842,20223,31065,Italy
249,2020-11,7750,10771,18521,Italy
250,2020-12,5139,10351,15490,Italy
251,2021-01,4876,8994,13870,Italy
252,2019-12,3320,14384,17704,Sweden
253,2020-01,3412,14038,17450,Sweden
254,2020-02,3962,14262,18224,Sweden
255,2020-03,3656,10088,13744,Sweden
256,2020-04,1867,1652,3519,Sweden
257,2020-05,1926,1994,3920,Sweden
258,2020-06,2657,2647,5304,Sweden
259,2020-07,2497,4393,6890,Sweden
260,2020-08,3132,5391,8523,Sweden
261,2020-09,2619,5766,8385,Sweden
262,2020-10,2361,6069,8430,Sweden
263,2020-11,2129,4473,6602,Sweden
264,2020-12,1456,4505,5961,Sweden
265,2021-01,1576,3899,5475,Sweden
266,2019-12,1856,11591,13447,Turkey
267,2020-01,2310,12259,14569,Turkey
268,2020-02,2303,10626,12929,Turkey
269,2020-03,1563,6144,7707,Turkey
270,2020-04,320,1747,2067,Turkey
271,2020-05,355,2322,2677,Turkey
272,2020-06,843,3118,3961,Turkey
273,2020-07,1775,7348,9123,Turkey
274,2020-08,3614,15001,18615,Turkey
275,2020-09,4602,15568,20170,Turkey
276,2020-10,3923,13906,17829,Turkey
277,2020-11,3223,9089,12312,Turkey
278,2020-12,1538,6876,8414,Turkey
279,2021-01,1612,9746,11358,Turkey
280,2019-12,1631,17743,19374,Poland
281,2020-01,1757,18585,20342,Poland
282,2020-02,2087,18027,20114,Poland
283,2020-03,1752,9775,11527,Poland
284,2020-04,1111,823,1934,Poland
285,2020-05,1918,894,2812,Poland
286,2020-06,2647,2199,4846,Poland
287,2020-07,3574,9941,13515,Poland
288,2020-08,3853,12849,16702,Poland
289,2020-09,3979,11836,15815,Poland
290,2020-10,3077,10140,13217,Poland
291,2020-11,2155,6089,8244,Poland
292,2020-12,1648,6200,7848,Poland
293,2021-01,1417,5396,6813,Poland
294,2019-12,350,13954,14304,Thailand
295,2020-01,356,14304,14660,Thailand
296,2020-02,338,13164,13502,Thailand
297,2020-03,208,7627,7835,Thailand
298,2020-04,50,1894,1944,Thailand
299,2020-05,45,1079,1124,Thailand
300,2020-06,20,992,1012,Thailand
301,2020-07,32,1521,1553,Thailand
302,2020-08,23,2523,2546,Thailand
303,2020-09,32,2150,2182,Thailand
304,2020-10,2,17,19,Thailand
305,2020-11,17,66,83,Thailand
306,2020-12,22,106,128,Thailand
307,2021-01,51,1971,2022,Thailand
308,2019-12,8934,43190,52124,Spain
309,2020-01,6617,37207,43824,Spain
310,2020-02,9342,44716,54058,Spain
311,2020-03,5929,30099,36028,Spain
312,2020-04,895,2598,3493,Spain
313,2020-05,1226,2991,4217,Spain
314,2020-06,2804,5420,8224,Spain
315,2020-07,9239,29964,39203,Spain
316,2020-08,10414,40202,50616,Spain
317,2020-09,7427,25675,33102,Spain
318,2020-10,6496,20084,26580,Spain
319,2020-11,4317,11231,15548,Spain
320,2020-12,3987,12146,16133,Spain
321,2021-01,3519,10136,13655,Spain
322,2019-12,2102,14319,16421,"Taiwan, Province of China"
323,2020-01,917,14050,14967,"Taiwan, Province of China"
324,2020-02,1392,10362,11754,"Taiwan, Province of China"
325,2020-03,1404,5699,7103,"Taiwan, Province of China"
326,2020-04,1339,3845,5184,"Taiwan, Province of China"
327,2020-05,1298,4630,5928,"Taiwan, Province of China"
328,2020-06,1628,4708,6336,"Taiwan, Province of China"
329,2020-07,2644,5024,7668,"Taiwan, Province of China"
330,2020-08,2192,5312,7504,"Taiwan, Province of China"
331,2020-09,749,5624,6373,"Taiwan, Province of China"
332,2020-10,1213,5904,7117,"Taiwan, Province of China"
333,2020-11,1053,6136,7189,"Taiwan, Province of China"
334,2020-12,2066,6641,8707,"Taiwan, Province of China"
335,2021-01,2977,5994,8971,"Taiwan, Province of China"
336,2019-12,1901,26445,28346,Switzerland
337,2020-01,2347,26750,29097,Switzerland
338,2020-02,2439,27841,30280,Switzerland
339,2020-03,2181,17062,19243,Switzerland
340,2020-04,1554,1591,3145,Switzerland
341,2020-05,3715,2711,6426,Switzerland
342,2020-06,4159,6278,10437,Switzerland
343,2020-07,5544,12269,17813,Switzerland
344,2020-08,4698,13932,18630,Switzerland
345,2020-09,4652,12164,16816,Switzerland
346,2020-10,3858,10741,14599,Switzerland
347,2020-11,3286,6857,10143,Switzerland
348,2020-12,1906,8648,10554,Switzerland
349,2021-01,2076,7817,9893,Switzerland
350,2019-12,14590,88761,103351,United Kingdom
351,2020-01,15746,86435,102181,United Kingdom
352,2020-02,15562,89573,105135,United Kingdom
353,2020-03,14875,64832,79707,United Kingdom
354,2020-04,3902,8520,12422,United Kingdom
355,2020-05,7870,10850,18720,United Kingdom
356,2020-06,10477,13993,24470,United Kingdom
357,2020-07,15900,34333,50233,United Kingdom
358,2020-08,16787,50687,67474,United Kingdom
359,2020-09,19741,45946,65687,United Kingdom
360,2020-10,17430,39787,57217,United Kingdom
361,2020-11,11012,22290,33302,United Kingdom
362,2020-12,13015,25001,38016,United Kingdom
363,2021-01,8034,17958,25992,United Kingdom
364,2019-12,423,16897,17320,Ireland
365,2020-01,432,16648,17080,Ireland
366,2020-02,482,16310,16792,Ireland
367,2020-03,556,13580,14136,Ireland
368,2020-04,475,1768,2243,Ireland
369,2020-05,465,1863,2328,Ireland
370,2020-06,533,2269,2802,Ireland
371,2020-07,723,6317,7040,Ireland
372,2020-08,704,8025,8729,Ireland
373,2020-09,817,6582,7399,Ireland
374,2020-10,740,5409,6149,Ireland
375,2020-11,639,3500,4139,Ireland
376,2020-12,641,3750,4391,Ireland
377,2021-01,688,3375,4063,Ireland
378,2019-12,47,4530,4577,Luxembourg
379,2020-01,45,4601,4646,Luxembourg
380,2020-02,37,4665,4702,Luxembourg
381,2020-03,54,3246,3300,Luxembourg
382,2020-04,49,857,906,Luxembourg
383,2020-05,79,1046,1125,Luxembourg
384,2020-06,63,1759,1822,Luxembourg
385,2020-07,56,2766,2822,Luxembourg
386,2020-08,19,2735,2754,Luxembourg
387,2020-09,25,2677,2702,Luxembourg
388,2020-10,15,2646,2661,Luxembourg
389,2020-11,13,2197,2210,Luxembourg
390,2020-12,16,2247,2263,Luxembourg
391,2021-01,11,2028,2039,Luxembourg
392,2019-12,541,16915,17456,Belgium
393,2020-01,462,16272,16734,Belgium
394,2020-02,500,16650,17150,Belgium
395,2020-03,429,11957,12386,Belgium
396,2020-04,173,3552,3725,Belgium
397,2020-05,695,4444,5139,Belgium
398,2020-06,882,5913,6795,Belgium
399,2020-07,835,10401,11236,Belgium
400,2020-08,715,11174,11889,Belgium
401,2020-09,926,9899,10825,Belgium
402,2020-10,751,9406,10157,Belgium
403,2020-11,572,7626,8198,Belgium
404,2020-12,428,8248,8676,Belgium
405,2021-01,378,7029,7407,Belgium
406,2019-12,12506,4452,16958,Brazil
407,2020-01,12293,4451,16744,Brazil
408,2020-02,13895,5978,19873,Brazil
409,2020-03,10587,4545,15132,Brazil
410,2020-04,2114,799,2913,Brazil
411,2020-05,2290,1020,3310,Brazil
412,2020-06,2810,1112,3922,Brazil
413,2020-07,3477,1192,4669,Brazil
414,2020-08,3977,1397,5374,Brazil
415,2020-09,6541,1601,8142,Brazil
416,2020-10,9154,1875,11029,Brazil
417,2020-11,7281,1972,9253,Brazil
418,2020-12,9159,2344,11503,Brazil
419,2021-01,10490,2220,12710,Brazil
420,2019-12,31,2881,2912,Iceland
421,2020-01,20,2303,2323,Iceland
422,2020-02,67,2588,2655,Iceland
423,2020-03,92,2026,2118,Iceland
424,2020-04,26,377,403,Iceland
425,2020-05,79,528,607,Iceland
426,2020-06,78,710,788,Iceland
427,2020-07,46,1176,1222,Iceland
428,2020-08,15,841,856,Iceland
429,2020-09,18,647,665,Iceland
430,2020-10,25,745,770,Iceland
431,2020-11,30,585,615,Iceland
432,2020-12,52,614,666,Iceland
433,2021-01,52,451,503,Iceland
434,2019-12,1927,15121,17048,Denmark
435,2020-01,1789,15263,17052,Denmark
436,2020-02,1785,16113,17898,Denmark
437,2020-03,1650,10179,11829,Denmark
438,2020-04,943,1244,2187,Denmark
439,2020-05,1370,1525,2895,Denmark
440,2020-06,1981,2918,4899,Denmark
441,2020-07,2330,6592,8922,Denmark
442,2020-08,2580,7561,10141,Denmark
443,2020-09,2291,7500,9791,Denmark
444,2020-10,2108,6711,8819,Denmark
445,2020-11,1655,4188,5843,Denmark
446,2020-12,1221,4148,5369,Denmark
447,2021-01,1356,3377,4733,Denmark
448,2019-12,2027,9380,11407,Finland
449,2020-01,2324,9352,11676,Finland
450,2020-02,2216,8000,10216,Finland
451,2020-03,1654,5518,7172,Finland
452,2020-04,602,985,1587,Finland
453,2020-05,921,1330,2251,Finland
454,2020-06,1100,2036,3136,Finland
455,2020-07,1137,3156,4293,Finland
456,2020-08,1425,3822,5247,Finland
457,2020-09,1153,2876,4029,Finland
458,2020-10,995,2536,3531,Finland
459,2020-11,932,2348,3280,Finland
460,2020-12,692,2434,3126,Finland
461,2021-01,773,2285,3058,Finland
462,2019-12,1135,5619,6754,Greece
463,2020-01,1011,5194,6205,Greece
464,2020-02,1135,4749,5884,Greece
465,2020-03,1029,3729,4758,Greece
466,2020-04,357,571,928,Greece
467,2020-05,413,660,1073,Greece
468,2020-06,1187,1541,2728,Greece
469,2020-07,2116,7603,9719,Greece
470,2020-08,843,10607,11450,Greece
471,2020-09,463,7804,8267,Greece
472,2020-10,456,7380,7836,Greece
473,2020-11,233,1928,2161,Greece
474,2020-12,116,963,1079,Greece
475,2021-01,164,743,907,Greece
476,2019-12,43,7445,7488,Hungary
477,2020-01,29,6992,7021,Hungary
478,2020-02,109,7155,7264,Hungary
479,2020-03,97,4903,5000,Hungary
480,2020-04,95,728,823,Hungary
481,2020-05,103,909,1012,Hungary
482,2020-06,126,1875,2001,Hungary
483,2020-07,109,3417,3526,Hungary
484,2020-08,87,3973,4060,Hungary
485,2020-09,111,2296,2407,Hungary
486,2020-10,89,1893,1982,Hungary
487,2020-11,84,1450,1534,Hungary
488,2020-12,85,1529,1614,Hungary
489,2021-01,97,1389,1486,Hungary
490,2019-12,621,8333,8954,Czech Republic
491,2020-01,488,7569,8057,Czech Republic
492,2020-02,565,7517,8082,Czech Republic
493,2020-03,622,4628,5250,Czech Republic
494,2020-04,1216,597,1813,Czech Republic
495,2020-05,1286,916,2202,Czech Republic
496,2020-06,1246,1779,3025,Czech Republic
497,2020-07,1595,3600,5195,Czech Republic
498,2020-08,1764,3934,5698,Czech Republic
499,2020-09,1932,3988,5920,Czech Republic
500,2020-10,1356,2689,4045,Czech Republic
501,2020-11,1267,1851,3118,Czech Republic
502,2020-12,1028,2227,3255,Czech Republic
503,2021-01,905,1874,2779,Czech Republic
504,2019-12,4182,9918,14100,Norway
505,2020-01,4031,9391,13422,Norway
506,2020-02,3887,9750,13637,Norway
507,2020-03,3783,6531,10314,Norway
508,2020-04,2053,827,2880,Norway
509,2020-05,2759,1025,3784,Norway
510,2020-06,3257,1953,5210,Norway
511,2020-07,4169,4373,8542,Norway
512,2020-08,5550,5260,10810,Norway
513,2020-09,6852,4406,11258,Norway
514,2020-10,5452,3716,9168,Norway
515,2020-11,4762,2601,7363,Norway
516,2020-12,4343,2638,6981,Norway
517,2021-01,5875,2422,8297,Norway
518,2019-12,1801,17092,18893,Portugal
519,2020-01,1632,16409,18041,Portugal
520,2020-02,2104,17471,19575,Portugal
521,2020-03,1281,11986,13267,Portugal
522,2020-04,258,679,937,Portugal
523,2020-05,580,1086,1666,Portugal
524,2020-06,925,2654,3579,Portugal
525,2020-07,1657,9350,11007,Portugal
526,2020-08,2288,14131,16419,Portugal
527,2020-09,2159,12269,14428,Portugal
528,2020-10,2283,10451,12734,Portugal
529,2020-11,2126,5648,7774,Portugal
530,2020-12,1646,6421,8067,Portugal
531,2021-01,1489,4972,6461,Portugal
532,2019-12,88,2397,2485,Costa Rica
533,2020-01,85,2489,2574,Costa Rica
534,2020-02,69,2473,2542,Costa Rica
535,2020-03,52,2016,2068,Costa Rica
536,2020-04,10,196,206,Costa Rica
537,2020-05,33,284,317,Costa Rica
538,2020-06,44,326,370,Costa Rica
539,2020-07,28,291,319,Costa Rica
540,2020-08,32,367,399,Costa Rica
541,2020-09,10,431,441,Costa Rica
542,2020-10,16,606,622,Costa Rica
543,2020-11,12,883,895,Costa Rica
544,2020-12,14,1340,1354,Costa Rica
545,2021-01,28,1597,1625,Costa Rica
546,2019-12,740,17404,18144,Austria
547,2020-01,618,17308,17926,Austria
548,2020-02,945,18105,19050,Austria
549,2020-03,656,10312,10968,Austria
550,2020-04,346,1156,1502,Austria
551,2020-05,1584,1652,3236,Austria
552,2020-06,1828,3792,5620,Austria
553,2020-07,1886,7957,9843,Austria
554,2020-08,1723,9804,11527,Austria
555,2020-09,1911,9151,11062,Austria
556,2020-10,1529,7004,8533,Austria
557,2020-11,956,4180,5136,Austria
558,2020-12,858,4068,4926,Austria
559,2021-01,825,3484,4309,Austria
